date,WHR,WHR_EPS,PE Ratio
1986-01-07,25.38,,
1986-01-08,24.38,,
1986-01-09,24.75,,
1986-01-10,24.69,,
1986-01-13,24.88,,
1986-01-14,25.06,,
1986-01-15,25.06,,
1986-01-16,24.81,,
1986-01-17,25.0,,
1986-01-20,24.75,,
1986-01-21,24.88,,
1986-01-22,24.88,,
1986-01-23,25.0,,
1986-01-24,26.0,,
1986-01-27,26.13,,
1986-01-28,26.75,,
1986-01-29,26.88,,
1986-01-30,27.0,,
1986-01-31,27.44,,
1986-02-03,28.5,,
1986-02-04,28.19,,
1986-02-05,28.5,,
1986-02-06,28.25,,
1986-02-07,28.13,,
1986-02-10,28.13,,
1986-02-11,29.13,,
1986-02-12,29.5,,
1986-02-13,29.44,,
1986-02-14,29.5,,
1986-02-18,29.88,,
1986-02-19,30.25,,
1986-02-20,32.0,,
1986-02-21,32.63,,
1986-02-24,32.69,,
1986-02-25,32.13,,
1986-02-26,32.25,,
1986-02-27,32.19,,
1986-02-28,32.31,,
1986-03-03,32.38,,
1986-03-04,32.44,,
1986-03-05,32.25,,
1986-03-06,32.31,,
1986-03-07,32.5,,
1986-03-10,33.5,,
1986-03-11,33.31,,
1986-03-12,33.0,,
1986-03-13,33.5,,
1986-03-14,33.5,,
1986-03-17,33.13,,
1986-03-18,33.75,,
1986-03-19,33.31,,
1986-03-20,34.0,,
1986-03-21,33.38,,
1986-03-24,34.44,,
1986-03-25,34.5,,
1986-03-26,33.88,,
1986-03-27,33.75,,
1986-03-31,33.88,,
1986-04-01,33.94,,
1986-04-02,33.94,,
1986-04-03,33.63,,
1986-04-04,32.19,,
1986-04-07,32.25,,
1986-04-08,33.75,,
1986-04-09,34.0,,
1986-04-10,34.0,,
1986-04-11,34.5,,
1986-04-14,34.88,,
1986-04-15,35.81,,
1986-04-16,37.75,,
1986-04-17,37.88,,
1986-04-18,37.75,,
1986-04-21,37.88,,
1986-04-22,36.31,,
1986-04-23,35.69,,
1986-04-24,35.13,,
1986-04-25,36.0,,
1986-04-28,36.31,,
1986-04-29,36.38,,
1986-04-30,35.63,,
1986-05-01,35.13,,
1986-05-02,34.88,,
1986-05-05,35.19,,
1986-05-06,35.75,,
1986-05-07,37.13,,
1986-05-08,37.0,,
1986-05-09,37.31,,
1986-05-12,37.19,,
1986-05-13,37.06,,
1986-05-14,37.19,,
1986-05-15,37.31,,
1986-05-16,37.25,,
1986-05-19,36.94,,
1986-05-20,37.13,,
1986-05-21,37.0,,
1986-05-22,37.63,,
1986-05-23,38.13,,
1986-05-27,39.13,,
1986-05-28,40.13,,
1986-05-29,40.06,,
1986-05-30,40.0,,
1986-06-02,39.5,,
1986-06-03,39.25,,
1986-06-04,39.0,,
1986-06-05,39.06,,
1986-06-06,39.44,,
1986-06-09,39.44,,
1986-06-10,39.44,,
1986-06-11,39.25,,
1986-06-12,39.38,,
1986-06-13,39.69,,
1986-06-16,39.88,,
1986-06-17,40.38,,
1986-06-18,40.88,,
1986-06-19,40.88,,
1986-06-20,41.5,,
1986-06-23,40.25,,
1986-06-24,40.56,,
1986-06-25,39.75,,
1986-06-26,40.13,,
1986-06-27,39.63,,
1986-06-30,38.94,,
1986-07-01,38.81,,
1986-07-02,39.25,,
1986-07-03,39.0,,
1986-07-07,36.94,,
1986-07-08,35.5,,
1986-07-09,37.25,,
1986-07-10,37.38,,
1986-07-11,36.25,,
1986-07-14,34.5,,
1986-07-15,33.5,,
1986-07-16,33.31,,
1986-07-17,33.69,,
1986-07-18,33.69,,
1986-07-21,33.25,,
1986-07-22,33.75,,
1986-07-23,33.63,,
1986-07-24,33.81,,
1986-07-25,33.63,,
1986-07-28,33.38,,
1986-07-29,32.88,,
1986-07-30,33.69,,
1986-07-31,33.69,,
1986-08-01,33.63,,
1986-08-04,33.88,,
1986-08-05,34.5,,
1986-08-06,34.63,,
1986-08-07,35.0,,
1986-08-08,35.38,,
1986-08-11,35.88,,
1986-08-12,35.75,,
1986-08-13,35.88,,
1986-08-14,36.0,,
1986-08-15,36.63,,
1986-08-18,36.63,,
1986-08-19,36.63,,
1986-08-20,36.69,,
1986-08-21,36.94,,
1986-08-22,36.69,,
1986-08-25,35.94,,
1986-08-26,37.31,,
1986-08-27,36.75,,
1986-08-28,37.0,,
1986-08-29,37.0,,
1986-09-02,35.75,,
1986-09-03,36.13,,
1986-09-04,37.25,,
1986-09-05,36.75,,
1986-09-08,36.19,,
1986-09-09,36.38,,
1986-09-10,36.06,,
1986-09-11,33.5,,
1986-09-12,32.63,,
1986-09-15,32.44,,
1986-09-16,32.63,,
1986-09-17,32.38,,
1986-09-18,32.31,,
1986-09-19,32.5,,
1986-09-22,31.81,,
1986-09-23,31.88,,
1986-09-24,31.75,,
1986-09-25,30.63,,
1986-09-26,30.25,,
1986-09-29,29.75,,
1986-09-30,29.75,,
1986-10-01,29.75,,
1986-10-02,29.88,,
1986-10-03,30.13,,
1986-10-06,30.5,,
1986-10-07,30.88,,
1986-10-08,31.81,,
1986-10-09,33.25,,
1986-10-10,32.13,,
1986-10-13,32.63,,
1986-10-14,33.13,,
1986-10-15,34.44,,
1986-10-16,33.56,,
1986-10-17,33.88,,
1986-10-20,33.69,,
1986-10-21,34.06,,
1986-10-22,33.75,,
1986-10-23,34.0,,
1986-10-24,34.0,,
1986-10-27,34.0,,
1986-10-28,33.5,,
1986-10-29,33.94,,
1986-10-30,33.75,,
1986-10-31,35.13,,
1986-11-03,36.38,,
1986-11-04,36.88,,
1986-11-05,36.25,,
1986-11-06,36.25,,
1986-11-07,36.56,,
1986-11-10,36.75,,
1986-11-11,36.56,,
1986-11-12,37.38,,
1986-11-13,37.75,,
1986-11-14,36.88,,
1986-11-17,36.75,,
1986-11-18,34.88,,
1986-11-19,35.5,,
1986-11-20,34.81,,
1986-11-21,34.75,,
1986-11-24,34.5,,
1986-11-25,35.44,,
1986-11-26,35.75,,
1986-11-28,35.81,,
1986-12-01,35.38,,
1986-12-02,36.0,,
1986-12-03,36.0,,
1986-12-04,35.88,,
1986-12-05,36.0,,
1986-12-08,35.81,,
1986-12-09,34.75,,
1986-12-10,35.44,,
1986-12-11,35.25,,
1986-12-12,34.94,,
1986-12-15,34.63,,
1986-12-16,34.94,,
1986-12-17,34.63,,
1986-12-18,34.75,,
1986-12-19,34.88,,
1986-12-22,34.81,,
1986-12-23,34.25,,
1986-12-24,34.25,,
1986-12-26,34.31,,
1986-12-29,34.19,,
1986-12-30,34.25,,
1986-12-31,33.88,,
1987-01-02,34.5,,
1987-01-05,34.88,,
1987-01-06,34.88,,
1987-01-07,35.63,,
1987-01-08,35.63,,
1987-01-09,36.25,,
1987-01-12,36.0,,
1987-01-13,36.0,,
1987-01-14,36.63,,
1987-01-15,38.25,,
1987-01-16,38.0,,
1987-01-19,38.63,,
1987-01-20,37.0,,
1987-01-21,36.13,,
1987-01-22,35.0,,
1987-01-23,34.0,,
1987-01-26,32.75,,
1987-01-27,33.25,,
1987-01-28,33.5,,
1987-01-29,34.13,,
1987-01-30,34.38,,
1987-02-02,35.5,,
1987-02-03,35.75,,
1987-02-04,37.13,,
1987-02-05,38.38,,
1987-02-06,36.88,,
1987-02-09,36.38,,
1987-02-10,35.38,,
1987-02-11,35.63,,
1987-02-12,35.88,,
1987-02-13,36.5,,
1987-02-17,38.75,,
1987-02-18,38.25,,
1987-02-19,38.25,,
1987-02-20,38.38,,
1987-02-23,38.63,,
1987-02-24,39.38,,
1987-02-25,39.63,,
1987-02-26,38.88,,
1987-02-27,38.38,,
1987-03-02,36.88,,
1987-03-03,36.5,,
1987-03-04,36.0,,
1987-03-05,36.38,,
1987-03-06,36.0,,
1987-03-09,35.75,,
1987-03-10,37.38,,
1987-03-11,38.0,,
1987-03-12,38.75,,
1987-03-13,38.13,,
1987-03-16,37.38,,
1987-03-17,37.75,,
1987-03-18,38.5,,
1987-03-19,38.63,,
1987-03-20,39.88,,
1987-03-23,40.38,,
1987-03-24,40.75,,
1987-03-25,40.75,,
1987-03-26,39.5,,
1987-03-27,38.75,,
1987-03-30,37.75,,
1987-03-31,37.75,,
1987-04-01,37.5,,
1987-04-02,37.5,,
1987-04-03,38.38,,
1987-04-06,37.88,,
1987-04-07,37.75,,
1987-04-08,38.63,,
1987-04-09,39.13,,
1987-04-10,39.13,,
1987-04-13,37.75,,
1987-04-14,36.75,,
1987-04-15,36.5,,
1987-04-16,36.63,,
1987-04-20,37.0,,
1987-04-21,38.25,,
1987-04-22,37.25,,
1987-04-23,37.25,,
1987-04-24,37.0,,
1987-04-27,36.0,,
1987-04-28,36.13,,
1987-04-29,36.38,,
1987-04-30,36.5,,
1987-05-01,36.38,,
1987-05-04,36.5,,
1987-05-05,37.25,,
1987-05-06,37.13,,
1987-05-07,36.0,,
1987-05-08,36.5,,
1987-05-11,37.38,,
1987-05-12,37.13,,
1987-05-13,36.5,,
1987-05-14,36.0,,
1987-05-15,35.88,,
1987-05-18,35.5,,
1987-05-19,34.63,,
1987-05-20,34.13,,
1987-05-21,34.38,,
1987-05-22,34.75,,
1987-05-26,35.88,,
1987-05-27,36.13,,
1987-05-28,36.13,,
1987-05-29,37.0,,
1987-06-01,36.13,,
1987-06-02,35.88,,
1987-06-03,36.0,,
1987-06-04,36.38,,
1987-06-05,36.25,,
1987-06-08,36.25,,
1987-06-09,36.13,,
1987-06-10,36.38,,
1987-06-11,36.25,,
1987-06-12,36.13,,
1987-06-15,36.25,,
1987-06-16,36.38,,
1987-06-17,36.25,,
1987-06-18,36.38,,
1987-06-19,35.63,,
1987-06-22,36.25,,
1987-06-23,35.75,,
1987-06-24,35.63,,
1987-06-25,35.63,,
1987-06-26,35.63,,
1987-06-29,35.88,,
1987-06-30,35.63,,
1987-07-01,35.38,,
1987-07-02,35.75,,
1987-07-06,35.88,,
1987-07-07,35.75,,
1987-07-08,35.75,,
1987-07-09,35.63,,
1987-07-10,36.38,,
1987-07-13,35.88,,
1987-07-14,35.13,,
1987-07-15,34.75,,
1987-07-16,34.25,,
1987-07-17,34.25,,
1987-07-20,34.0,,
1987-07-21,34.38,,
1987-07-22,34.63,,
1987-07-23,34.63,,
1987-07-24,34.0,,
1987-07-27,34.5,,
1987-07-28,34.88,,
1987-07-29,34.88,,
1987-07-30,35.63,,
1987-07-31,35.5,,
1987-08-03,35.5,,
1987-08-04,35.38,,
1987-08-05,35.75,,
1987-08-06,36.75,,
1987-08-07,36.5,,
1987-08-10,37.5,,
1987-08-11,38.5,,
1987-08-12,38.5,,
1987-08-13,38.5,,
1987-08-14,38.5,,
1987-08-17,38.75,,
1987-08-18,38.25,,
1987-08-19,38.25,,
1987-08-20,38.38,,
1987-08-21,39.5,,
1987-08-24,39.13,,
1987-08-25,39.88,,
1987-08-26,39.5,,
1987-08-27,39.0,,
1987-08-28,38.88,,
1987-08-31,39.25,,
1987-09-01,39.25,,
1987-09-02,38.0,,
1987-09-03,37.38,,
1987-09-04,37.25,,
1987-09-08,37.0,,
1987-09-09,36.75,,
1987-09-10,38.0,,
1987-09-11,38.25,,
1987-09-14,39.0,,
1987-09-15,38.5,,
1987-09-16,38.25,,
1987-09-17,37.88,,
1987-09-18,37.75,,
1987-09-21,36.13,,
1987-09-22,37.13,,
1987-09-23,36.75,,
1987-09-24,36.63,,
1987-09-25,36.5,,
1987-09-28,36.75,,
1987-09-29,36.75,,
1987-09-30,36.38,,
1987-10-01,36.75,,
1987-10-02,36.63,,
1987-10-05,36.38,,
1987-10-06,35.13,,
1987-10-07,36.0,,
1987-10-08,35.25,,
1987-10-09,35.0,,
1987-10-12,34.63,,
1987-10-13,35.0,,
1987-10-14,33.63,,
1987-10-15,32.13,,
1987-10-16,31.63,,
1987-10-19,25.0,,
1987-10-20,24.75,,
1987-10-21,26.13,,
1987-10-22,24.88,,
1987-10-23,25.5,,
1987-10-26,23.88,,
1987-10-27,24.0,,
1987-10-28,22.88,,
1987-10-29,23.5,,
1987-10-30,23.75,,
1987-11-02,24.13,,
1987-11-03,24.25,,
1987-11-04,24.25,,
1987-11-05,24.75,,
1987-11-06,25.25,,
1987-11-09,26.0,,
1987-11-10,25.63,,
1987-11-11,26.13,,
1987-11-12,26.63,,
1987-11-13,26.13,,
1987-11-16,26.25,,
1987-11-17,26.63,,
1987-11-18,27.25,,
1987-11-19,26.5,,
1987-11-20,26.25,,
1987-11-23,26.63,,
1987-11-24,26.75,,
1987-11-25,25.5,,
1987-11-27,24.75,,
1987-11-30,21.38,,
1987-12-01,22.13,,
1987-12-02,22.5,,
1987-12-03,22.13,,
1987-12-04,21.5,,
1987-12-07,21.5,,
1987-12-08,22.13,,
1987-12-09,22.13,,
1987-12-10,21.25,,
1987-12-11,22.5,,
1987-12-14,22.88,,
1987-12-15,22.75,,
1987-12-16,24.0,,
1987-12-17,23.5,,
1987-12-18,24.0,,
1987-12-21,23.5,,
1987-12-22,23.38,,
1987-12-23,24.5,,
1987-12-24,24.38,,
1987-12-28,24.0,,
1987-12-29,23.75,,
1987-12-30,24.13,,
1987-12-31,24.38,,
1988-01-04,25.13,,
1988-01-05,25.75,,
1988-01-06,25.63,,
1988-01-07,26.13,,
1988-01-08,24.13,,
1988-01-11,24.75,,
1988-01-12,24.63,,
1988-01-13,24.75,,
1988-01-14,24.5,,
1988-01-15,25.88,,
1988-01-18,25.63,,
1988-01-19,25.63,,
1988-01-20,25.25,,
1988-01-21,25.63,,
1988-01-22,25.75,,
1988-01-25,26.38,,
1988-01-26,26.38,,
1988-01-27,26.38,,
1988-01-28,26.13,,
1988-01-29,26.38,,
1988-02-01,27.25,,
1988-02-02,27.5,,
1988-02-03,26.88,,
1988-02-04,27.0,,
1988-02-05,27.5,,
1988-02-08,27.63,,
1988-02-09,27.63,,
1988-02-10,28.13,,
1988-02-11,28.25,,
1988-02-12,28.0,,
1988-02-16,27.88,,
1988-02-17,27.63,,
1988-02-18,27.63,,
1988-02-19,27.63,,
1988-02-22,28.13,,
1988-02-23,28.0,,
1988-02-24,27.75,,
1988-02-25,27.5,,
1988-02-26,27.75,,
1988-02-29,28.0,,
1988-03-01,28.25,,
1988-03-02,28.88,,
1988-03-03,29.63,,
1988-03-04,29.38,,
1988-03-07,28.75,,
1988-03-08,28.38,,
1988-03-09,28.13,,
1988-03-10,26.75,,
1988-03-11,27.13,,
1988-03-14,27.63,,
1988-03-15,27.88,,
1988-03-16,27.75,,
1988-03-17,28.0,,
1988-03-18,27.38,,
1988-03-21,27.25,,
1988-03-22,27.75,,
1988-03-23,27.75,,
1988-03-24,27.0,,
1988-03-25,25.63,,
1988-03-28,25.75,,
1988-03-29,26.5,,
1988-03-30,26.38,,
1988-03-31,26.5,,
1988-04-04,26.25,,
1988-04-05,27.0,,
1988-04-06,27.63,,
1988-04-07,27.25,,
1988-04-08,26.88,,
1988-04-11,26.75,,
1988-04-12,26.63,,
1988-04-13,26.75,,
1988-04-14,25.5,,
1988-04-15,25.5,,
1988-04-18,25.0,,
1988-04-19,24.5,,
1988-04-20,24.5,,
1988-04-21,24.5,,
1988-04-22,24.88,,
1988-04-25,25.0,,
1988-04-26,25.13,,
1988-04-27,24.88,,
1988-04-28,26.13,,
1988-04-29,27.25,,
1988-05-02,26.75,,
1988-05-03,26.75,,
1988-05-04,26.25,,
1988-05-05,26.13,,
1988-05-06,25.75,,
1988-05-09,26.13,,
1988-05-10,26.88,,
1988-05-11,26.5,,
1988-05-12,26.38,,
1988-05-13,26.25,,
1988-05-16,26.25,,
1988-05-17,26.5,,
1988-05-18,25.38,,
1988-05-19,25.5,,
1988-05-20,25.5,,
1988-05-23,25.13,,
1988-05-24,25.38,,
1988-05-25,25.25,,
1988-05-26,25.25,,
1988-05-27,25.38,,
1988-05-31,26.25,,
1988-06-01,26.38,,
1988-06-02,26.5,,
1988-06-03,27.0,,
1988-06-06,26.75,,
1988-06-07,26.88,,
1988-06-08,27.25,,
1988-06-09,27.38,,
1988-06-10,27.75,,
1988-06-13,27.5,,
1988-06-14,28.0,,
1988-06-15,28.25,,
1988-06-16,27.88,,
1988-06-17,27.75,,
1988-06-20,28.75,,
1988-06-21,28.88,,
1988-06-22,28.63,,
1988-06-23,28.25,,
1988-06-24,28.13,,
1988-06-27,28.13,,
1988-06-28,28.25,,
1988-06-29,28.13,,
1988-06-30,28.75,,
1988-07-01,28.25,,
1988-07-05,28.63,,
1988-07-06,28.63,,
1988-07-07,28.5,,
1988-07-08,28.13,,
1988-07-11,28.25,,
1988-07-12,27.25,,
1988-07-13,27.5,,
1988-07-14,27.5,,
1988-07-15,27.5,,
1988-07-18,27.5,,
1988-07-19,27.75,,
1988-07-20,28.38,,
1988-07-21,27.0,,
1988-07-22,26.13,,
1988-07-25,26.25,,
1988-07-26,26.75,,
1988-07-27,26.5,,
1988-07-28,26.63,,
1988-07-29,27.5,,
1988-08-01,26.88,,
1988-08-02,26.5,,
1988-08-03,26.38,,
1988-08-04,26.13,,
1988-08-05,26.5,,
1988-08-08,26.0,,
1988-08-09,26.0,,
1988-08-10,25.63,,
1988-08-11,25.0,,
1988-08-12,25.38,,
1988-08-15,25.5,,
1988-08-16,25.88,,
1988-08-17,25.63,,
1988-08-18,25.75,,
1988-08-19,25.25,,
1988-08-22,25.0,,
1988-08-23,24.63,,
1988-08-24,24.38,,
1988-08-25,24.25,,
1988-08-26,24.63,,
1988-08-29,24.75,,
1988-08-30,24.75,,
1988-08-31,24.75,,
1988-09-01,25.25,,
1988-09-02,25.5,,
1988-09-06,25.0,,
1988-09-07,24.75,,
1988-09-08,24.88,,
1988-09-09,25.0,,
1988-09-12,24.88,,
1988-09-13,24.88,,
1988-09-14,25.0,,
1988-09-15,24.63,,
1988-09-16,25.13,,
1988-09-19,25.13,,
1988-09-20,25.63,,
1988-09-21,25.5,,
1988-09-22,25.75,,
1988-09-23,25.75,,
1988-09-26,25.63,,
1988-09-27,25.5,,
1988-09-28,25.25,,
1988-09-29,25.13,,
1988-09-30,25.13,,
1988-10-03,26.0,,
1988-10-04,25.75,,
1988-10-05,25.75,,
1988-10-06,26.0,,
1988-10-07,26.5,,
1988-10-10,26.5,,
1988-10-11,26.38,,
1988-10-12,25.88,,
1988-10-13,25.75,,
1988-10-14,25.63,,
1988-10-17,25.63,,
1988-10-18,26.25,,
1988-10-19,26.25,,
1988-10-20,26.5,,
1988-10-21,26.63,,
1988-10-24,27.13,,
1988-10-25,27.5,,
1988-10-26,27.75,,
1988-10-27,27.75,,
1988-10-28,26.63,,
1988-10-31,26.38,,
1988-11-01,26.13,,
1988-11-02,26.25,,
1988-11-03,26.63,,
1988-11-04,26.5,,
1988-11-07,26.5,,
1988-11-08,26.88,,
1988-11-09,26.5,,
1988-11-10,26.13,,
1988-11-11,25.0,,
1988-11-14,25.0,,
1988-11-15,24.25,,
1988-11-16,24.13,,
1988-11-17,24.25,,
1988-11-18,25.0,,
1988-11-21,24.88,,
1988-11-22,24.5,,
1988-11-23,24.38,,
1988-11-25,23.75,,
1988-11-28,24.0,,
1988-11-29,24.5,,
1988-11-30,24.63,,
1988-12-01,24.5,,
1988-12-02,24.88,,
1988-12-05,24.75,,
1988-12-06,24.63,,
1988-12-07,24.63,,
1988-12-08,24.5,,
1988-12-09,24.88,,
1988-12-12,24.75,,
1988-12-13,24.13,,
1988-12-14,24.75,,
1988-12-15,24.25,,
1988-12-16,24.5,,
1988-12-19,24.5,,
1988-12-20,24.13,,
1988-12-21,24.25,,
1988-12-22,24.5,,
1988-12-23,24.5,,
1988-12-27,24.25,,
1988-12-28,24.5,,
1988-12-29,24.63,,
1988-12-30,24.75,,
1989-01-03,24.63,,
1989-01-04,25.13,,
1989-01-05,25.13,,
1989-01-06,25.13,,
1989-01-09,25.38,,
1989-01-10,25.38,,
1989-01-11,25.63,,
1989-01-12,25.38,,
1989-01-13,25.5,,
1989-01-16,25.5,,
1989-01-17,26.5,,
1989-01-18,26.13,,
1989-01-19,25.88,,
1989-01-20,25.88,,
1989-01-23,25.63,,
1989-01-24,26.63,,
1989-01-25,26.5,,
1989-01-26,25.88,,
1989-01-27,25.63,,
1989-01-30,26.25,,
1989-01-31,25.88,,
1989-02-01,26.25,,
1989-02-02,26.13,,
1989-02-03,26.25,,
1989-02-06,26.38,,
1989-02-07,26.38,,
1989-02-08,26.63,,
1989-02-09,26.5,,
1989-02-10,26.63,,
1989-02-13,26.63,,
1989-02-14,26.5,,
1989-02-15,26.75,,
1989-02-16,26.75,,
1989-02-17,27.0,,
1989-02-21,26.88,,
1989-02-22,26.63,,
1989-02-23,27.0,,
1989-02-24,26.75,,
1989-02-27,26.75,,
1989-02-28,26.5,,
1989-03-01,26.38,,
1989-03-02,26.38,,
1989-03-03,26.5,,
1989-03-06,27.5,,
1989-03-07,26.75,,
1989-03-08,26.75,,
1989-03-09,26.75,,
1989-03-10,26.63,,
1989-03-13,27.0,,
1989-03-14,26.75,,
1989-03-15,26.5,,
1989-03-16,26.75,,
1989-03-17,26.5,,
1989-03-20,26.25,,
1989-03-21,25.88,,
1989-03-22,25.75,,
1989-03-23,25.75,,
1989-03-27,26.88,,
1989-03-28,27.0,,
1989-03-29,27.75,,
1989-03-30,28.0,,
1989-03-31,28.13,,
1989-04-03,28.0,,
1989-04-04,27.38,,
1989-04-05,26.88,,
1989-04-06,26.75,,
1989-04-07,26.63,,
1989-04-10,26.75,,
1989-04-11,26.75,,
1989-04-12,27.5,,
1989-04-13,27.5,,
1989-04-14,27.63,,
1989-04-17,27.13,,
1989-04-18,26.88,,
1989-04-19,27.5,,
1989-04-20,27.63,,
1989-04-21,28.13,,
1989-04-24,28.5,,
1989-04-25,28.38,,
1989-04-26,28.38,,
1989-04-27,29.13,,
1989-04-28,29.5,,
1989-05-01,29.75,,
1989-05-02,29.75,,
1989-05-03,29.5,,
1989-05-04,29.38,,
1989-05-05,28.75,,
1989-05-08,28.63,,
1989-05-09,29.5,,
1989-05-10,29.5,,
1989-05-11,29.75,,
1989-05-12,30.13,,
1989-05-15,30.13,,
1989-05-16,29.88,,
1989-05-17,29.75,,
1989-05-18,29.25,,
1989-05-19,30.0,,
1989-05-22,30.5,,
1989-05-23,30.25,,
1989-05-24,29.88,,
1989-05-25,29.63,,
1989-05-26,30.13,,
1989-05-30,29.88,,
1989-05-31,30.38,,
1989-06-01,30.88,,
1989-06-02,31.13,,
1989-06-05,30.63,,
1989-06-06,30.88,,
1989-06-07,31.13,,
1989-06-08,31.0,,
1989-06-09,31.0,,
1989-06-12,30.13,,
1989-06-13,29.13,,
1989-06-14,29.0,,
1989-06-15,29.13,,
1989-06-16,29.0,,
1989-06-19,29.13,,
1989-06-20,28.75,,
1989-06-21,30.5,,
1989-06-22,29.5,,
1989-06-23,29.38,,
1989-06-26,29.63,,
1989-06-27,30.0,,
1989-06-28,30.0,,
1989-06-29,29.5,,
1989-06-30,30.0,,
1989-07-03,30.0,,
1989-07-05,30.13,,
1989-07-06,31.0,,
1989-07-07,31.38,,
1989-07-10,30.88,,
1989-07-11,31.25,,
1989-07-12,32.25,,
1989-07-13,31.88,,
1989-07-14,32.0,,
1989-07-17,32.0,,
1989-07-18,31.13,,
1989-07-19,31.88,,
1989-07-20,31.5,,
1989-07-21,31.5,,
1989-07-24,31.25,,
1989-07-25,31.13,,
1989-07-26,31.13,,
1989-07-27,31.13,,
1989-07-28,31.63,,
1989-07-31,32.25,,
1989-08-01,31.25,,
1989-08-02,31.13,,
1989-08-03,31.63,,
1989-08-04,31.5,,
1989-08-07,31.75,,
1989-08-08,32.63,,
1989-08-09,31.88,,
1989-08-10,32.38,,
1989-08-11,32.0,,
1989-08-14,32.0,,
1989-08-15,30.25,,
1989-08-16,30.0,,
1989-08-17,30.38,,
1989-08-18,30.25,,
1989-08-21,29.88,,
1989-08-22,29.75,,
1989-08-23,30.5,,
1989-08-24,30.75,,
1989-08-25,30.75,,
1989-08-28,31.25,,
1989-08-29,31.38,,
1989-08-30,31.38,,
1989-08-31,31.38,,
1989-09-01,31.75,,
1989-09-05,31.5,,
1989-09-06,31.38,,
1989-09-07,31.25,,
1989-09-08,31.63,,
1989-09-11,31.5,,
1989-09-12,31.38,,
1989-09-13,31.13,,
1989-09-14,30.25,,
1989-09-15,30.25,,
1989-09-18,29.5,,
1989-09-19,29.25,,
1989-09-20,29.38,,
1989-09-21,29.0,,
1989-09-22,28.75,,
1989-09-25,28.88,,
1989-09-26,28.63,,
1989-09-27,28.63,,
1989-09-28,29.0,,
1989-09-29,29.13,,
1989-10-02,29.25,,
1989-10-03,29.38,,
1989-10-04,29.0,,
1989-10-05,28.38,,
1989-10-06,28.38,,
1989-10-09,29.0,,
1989-10-10,29.63,,
1989-10-11,29.38,,
1989-10-12,29.5,,
1989-10-13,28.0,,
1989-10-16,28.5,,
1989-10-17,28.25,,
1989-10-18,28.25,,
1989-10-19,29.0,,
1989-10-20,28.13,,
1989-10-23,27.38,,
1989-10-24,27.38,,
1989-10-25,26.88,,
1989-10-26,25.88,,
1989-10-27,25.63,,
1989-10-30,26.38,,
1989-10-31,27.13,,
1989-11-01,27.75,,
1989-11-02,27.63,,
1989-11-03,28.13,,
1989-11-06,28.38,,
1989-11-07,28.88,,
1989-11-08,29.25,,
1989-11-09,29.13,,
1989-11-10,29.13,,
1989-11-13,29.25,,
1989-11-14,29.38,,
1989-11-15,29.63,,
1989-11-16,29.38,,
1989-11-17,29.75,,
1989-11-20,29.5,,
1989-11-21,30.0,,
1989-11-22,29.5,,
1989-11-24,29.25,,
1989-11-27,29.63,,
1989-11-28,29.88,,
1989-11-29,29.63,,
1989-11-30,29.5,,
1989-12-01,29.38,,
1989-12-04,29.25,,
1989-12-05,28.88,,
1989-12-06,29.75,,
1989-12-07,29.63,,
1989-12-08,29.25,,
1989-12-11,29.0,,
1989-12-12,29.63,,
1989-12-13,29.75,,
1989-12-14,30.13,,
1989-12-15,31.63,,
1989-12-18,30.13,,
1989-12-19,30.75,,
1989-12-20,31.13,,
1989-12-21,31.13,,
1989-12-22,31.88,,
1989-12-26,32.5,,
1989-12-27,32.75,,
1989-12-28,32.75,,
1989-12-29,33.0,,
1990-01-02,32.25,,
1990-01-03,32.38,,
1990-01-04,32.75,,
1990-01-05,31.75,,
1990-01-08,32.25,,
1990-01-09,32.25,,
1990-01-10,32.38,,
1990-01-11,33.5,,
1990-01-12,31.5,,
1990-01-15,31.75,,
1990-01-16,31.63,,
1990-01-17,30.75,,
1990-01-18,30.88,,
1990-01-19,30.38,,
1990-01-22,29.88,,
1990-01-23,30.75,,
1990-01-24,31.38,,
1990-01-25,31.25,,
1990-01-26,30.25,,
1990-01-29,30.0,,
1990-01-30,30.25,,
1990-01-31,30.5,,
1990-02-01,29.88,,
1990-02-02,30.5,,
1990-02-05,30.38,,
1990-02-06,30.38,,
1990-02-07,31.25,,
1990-02-08,31.0,,
1990-02-09,31.13,,
1990-02-12,31.0,,
1990-02-13,31.0,,
1990-02-14,31.13,,
1990-02-15,31.88,,
1990-02-16,31.13,,
1990-02-20,30.88,,
1990-02-21,31.88,,
1990-02-22,32.0,,
1990-02-23,31.25,,
1990-02-26,31.25,,
1990-02-27,31.63,,
1990-02-28,31.75,,
1990-03-01,32.75,,
1990-03-02,33.13,,
1990-03-05,32.63,,
1990-03-06,32.75,,
1990-03-07,32.63,,
1990-03-08,33.0,,
1990-03-09,33.13,,
1990-03-12,32.75,,
1990-03-13,33.0,,
1990-03-14,33.25,,
1990-03-15,33.0,,
1990-03-16,33.38,,
1990-03-19,33.0,,
1990-03-20,32.25,,
1990-03-21,31.75,,
1990-03-22,31.0,,
1990-03-23,30.13,,
1990-03-26,30.38,,
1990-03-27,30.75,,
1990-03-28,30.5,,
1990-03-29,30.5,,
1990-03-30,30.63,,
1990-04-02,30.0,,
1990-04-03,30.0,,
1990-04-04,30.13,,
1990-04-05,28.75,,
