date,CTL,CTL_EPS,PE Ratio
1993-12-15,10.78,,
1993-12-16,10.61,,
1993-12-17,10.72,,
1993-12-20,10.89,,
1993-12-21,10.89,,
1993-12-22,11.11,,
1993-12-23,11.22,,
1993-12-27,11.22,,
1993-12-28,11.17,,
1993-12-29,11.28,,
1993-12-30,11.28,,
1993-12-31,11.44,,
1994-01-03,11.39,,
1994-01-04,11.39,,
1994-01-05,11.17,,
1994-01-06,11.17,,
1994-01-07,11.33,,
1994-01-10,11.33,,
1994-01-11,11.33,,
1994-01-12,11.33,,
1994-01-13,11.17,,
1994-01-14,11.33,,
1994-01-17,11.89,,
1994-01-18,11.67,,
1994-01-19,11.5,,
1994-01-20,11.11,,
1994-01-21,11.61,,
1994-01-24,11.44,,
1994-01-25,11.5,,
1994-01-26,11.78,,
1994-01-27,12.33,,
1994-01-28,12.39,,
1994-01-31,12.11,,
1994-02-01,12.06,,
1994-02-02,11.78,,
1994-02-03,11.83,,
1994-02-04,11.78,,
1994-02-07,11.89,,
1994-02-08,11.94,,
1994-02-09,11.61,,
1994-02-10,11.67,,
1994-02-11,11.67,,
1994-02-14,11.83,,
1994-02-15,12.06,,
1994-02-16,11.67,,
1994-02-17,11.56,,
1994-02-18,11.5,,
1994-02-22,11.56,,
1994-02-23,11.5,,
1994-02-24,11.39,,
1994-02-25,11.28,,
1994-02-28,11.56,,
1994-03-01,11.56,,
1994-03-02,11.56,,
1994-03-03,11.44,,
1994-03-04,11.28,,
1994-03-07,11.44,,
1994-03-08,11.17,,
1994-03-09,10.89,,
1994-03-10,10.61,,
1994-03-11,10.94,,
1994-03-14,11.11,,
1994-03-15,11.06,,
1994-03-16,11.11,,
1994-03-17,11.17,,
1994-03-18,11.06,,
1994-03-21,10.94,,
1994-03-22,10.94,,
1994-03-23,10.89,,
1994-03-24,10.78,,
1994-03-25,10.61,,
1994-03-28,10.5,,
1994-03-29,9.89,,
1994-03-30,10.11,,
1994-03-31,10.28,,
1994-04-04,10.33,,
1994-04-05,10.28,,
1994-04-06,10.17,,
1994-04-07,10.17,,
1994-04-08,10.28,,
1994-04-11,10.22,,
1994-04-12,10.33,,
1994-04-13,10.39,,
1994-04-14,10.44,,
1994-04-15,10.72,,
1994-04-18,10.72,,
1994-04-19,10.61,,
1994-04-20,10.72,,
1994-04-21,11.0,,
1994-04-22,10.56,,
1994-04-25,10.94,,
1994-04-26,11.11,,
1994-04-28,11.0,,
1994-04-29,11.22,,
1994-05-02,11.22,,
1994-05-03,11.33,,
1994-05-04,11.22,,
1994-05-05,11.33,,
1994-05-06,11.39,,
1994-05-09,11.56,,
1994-05-10,11.78,,
1994-05-11,11.61,,
1994-05-12,11.5,,
1994-05-13,11.61,,
1994-05-16,11.67,,
1994-05-17,11.72,,
1994-05-18,11.94,,
1994-05-19,11.94,,
1994-05-20,11.72,,
1994-05-23,11.67,,
1994-05-24,11.67,,
1994-05-25,11.61,,
1994-05-26,11.67,,
1994-05-27,11.56,,
1994-05-31,11.61,,
1994-06-01,11.61,,
1994-06-02,11.67,,
1994-06-03,11.78,,
1994-06-06,11.94,,
1994-06-07,11.94,,
1994-06-08,11.89,,
1994-06-09,11.94,,
1994-06-10,11.83,,
1994-06-13,11.94,,
1994-06-14,11.83,,
1994-06-15,11.72,,
1994-06-16,11.72,,
1994-06-17,11.67,,
1994-06-20,11.56,,
1994-06-21,11.5,,
1994-06-22,11.61,,
1994-06-23,11.39,,
1994-06-24,11.28,,
1994-06-27,11.28,,
1994-06-28,11.06,,
1994-06-29,11.39,,
1994-06-30,11.5,,
1994-07-01,11.67,,
1994-07-05,11.72,,
1994-07-06,11.33,,
1994-07-07,11.17,,
1994-07-08,11.28,,
1994-07-11,11.28,,
1994-07-12,11.28,,
1994-07-13,11.17,,
1994-07-14,11.5,,
1994-07-15,11.33,,
1994-07-18,11.5,,
1994-07-19,11.56,,
1994-07-20,11.17,,
1994-07-21,11.22,,
1994-07-22,11.33,,
1994-07-25,11.5,,
1994-07-26,11.33,,
1994-07-27,11.33,,
1994-07-28,11.5,,
1994-07-29,11.56,,
1994-08-01,12.0,,
1994-08-02,12.56,,
1994-08-03,12.5,,
1994-08-04,12.56,,
1994-08-05,12.56,,
1994-08-08,12.89,,
1994-08-09,12.56,,
1994-08-10,12.83,,
1994-08-11,13.0,,
1994-08-12,13.06,,
1994-08-15,13.17,,
1994-08-16,13.33,,
1994-08-17,13.22,,
1994-08-18,13.06,,
1994-08-19,13.0,,
1994-08-22,12.83,,
1994-08-23,13.17,,
1994-08-24,13.17,,
1994-08-25,13.11,,
1994-08-26,13.28,,
1994-08-29,13.33,,
1994-08-30,13.33,,
1994-08-31,13.39,,
1994-09-01,13.33,,
1994-09-02,13.33,,
1994-09-06,13.33,,
1994-09-07,13.22,,
1994-09-08,13.17,,
1994-09-09,13.0,,
1994-09-12,12.89,,
1994-09-13,12.83,,
1994-09-14,12.83,,
1994-09-15,13.17,,
1994-09-16,13.11,,
1994-09-19,13.11,,
1994-09-20,12.89,,
1994-09-21,12.83,,
1994-09-22,12.89,,
1994-09-23,13.0,,
1994-09-26,13.0,,
1994-09-27,12.67,,
1994-09-28,12.94,,
1994-09-29,12.94,,
1994-09-30,12.83,,
1994-10-03,12.72,,
1994-10-04,12.5,,
1994-10-05,12.44,,
1994-10-06,12.56,,
1994-10-07,12.61,,
1994-10-10,12.61,,
1994-10-11,12.89,,
1994-10-12,12.78,,
1994-10-13,12.89,,
1994-10-14,12.94,,
1994-10-17,12.67,,
1994-10-18,12.72,,
1994-10-19,12.72,,
1994-10-20,12.67,,
1994-10-21,12.72,,
1994-10-24,12.78,,
1994-10-25,13.06,,
1994-10-26,13.0,,
1994-10-27,13.06,,
1994-10-28,13.17,,
1994-10-31,13.33,,
1994-11-01,13.39,,
1994-11-02,13.78,,
1994-11-03,14.22,,
1994-11-04,14.06,,
1994-11-07,14.0,,
1994-11-08,14.0,,
1994-11-09,14.0,,
1994-11-10,13.89,,
1994-11-11,13.78,,
1994-11-14,13.94,,
1994-11-15,13.94,,
1994-11-16,14.0,,
1994-11-17,14.06,,
1994-11-18,13.89,,
1994-11-21,13.94,,
1994-11-22,13.56,,
1994-11-23,13.39,,
1994-11-25,13.5,,
1994-11-28,13.56,,
1994-11-29,13.33,,
1994-11-30,13.22,,
1994-12-01,13.11,,
1994-12-02,12.89,,
1994-12-05,13.06,,
1994-12-06,12.94,,
1994-12-07,12.83,,
1994-12-08,12.56,,
1994-12-09,12.44,,
1994-12-12,12.78,,
1994-12-13,12.83,,
1994-12-14,13.28,,
1994-12-15,13.22,,
1994-12-16,13.22,,
1994-12-19,13.33,,
1994-12-20,13.33,,
1994-12-21,13.22,,
1994-12-22,13.0,,
1994-12-23,13.33,,
1994-12-27,13.22,,
1994-12-28,13.28,,
1994-12-29,13.28,,
1994-12-30,13.11,,
1995-01-03,13.22,,
1995-01-04,13.11,,
1995-01-05,13.06,,
1995-01-06,13.17,,
1995-01-09,13.11,,
1995-01-10,13.28,,
1995-01-11,13.33,,
1995-01-12,13.5,,
1995-01-13,13.61,,
1995-01-16,13.61,,
1995-01-17,14.11,,
1995-01-18,14.22,,
1995-01-19,14.28,,
1995-01-20,14.11,,
1995-01-23,13.94,,
1995-01-24,14.22,,
1995-01-25,14.33,,
1995-01-26,14.39,,
1995-01-27,14.22,,
1995-01-30,14.22,,
1995-01-31,14.0,,
1995-02-01,14.22,,
1995-02-02,14.33,,
1995-02-03,14.39,,
1995-02-06,14.44,,
1995-02-07,14.17,,
1995-02-08,14.33,,
1995-02-09,14.61,,
1995-02-10,14.56,,
1995-02-13,14.33,,
1995-02-14,14.11,,
1995-02-15,13.83,,
1995-02-16,13.74,,
1995-02-17,13.72,,
1995-02-21,13.78,,
1995-02-22,13.67,,
1995-02-23,13.78,,
1995-02-24,13.67,,
1995-02-27,13.61,,
1995-02-28,13.78,,
1995-03-01,13.78,,
1995-03-02,13.78,,
1995-03-03,13.83,,
1995-03-06,13.67,,
1995-03-07,13.61,,
1995-03-08,13.44,,
1995-03-09,13.33,,
1995-03-10,13.61,,
1995-03-13,13.78,,
1995-03-14,13.94,,
1995-03-15,14.06,,
1995-03-16,14.11,,
1995-03-17,14.06,,
1995-03-20,14.11,,
1995-03-21,14.22,,
1995-03-22,14.17,,
1995-03-23,14.22,,
1995-03-24,14.44,,
1995-03-27,14.33,,
1995-03-28,14.11,,
1995-03-29,14.06,,
1995-03-30,13.83,,
1995-03-31,13.5,,
1995-04-03,13.67,,
1995-04-04,13.39,,
1995-04-05,13.72,,
1995-04-06,14.06,,
1995-04-07,13.94,,
1995-04-10,13.67,,
1995-04-11,13.67,,
1995-04-12,13.44,,
1995-04-13,13.67,,
1995-04-17,13.28,,
1995-04-18,12.83,,
1995-04-19,12.78,,
1995-04-20,12.83,,
1995-04-21,12.72,,
1995-04-24,12.56,,
1995-04-25,12.83,,
1995-04-26,12.67,,
1995-04-27,12.72,,
1995-04-28,13.22,,
1995-05-01,13.44,,
1995-05-02,13.22,,
1995-05-03,13.33,,
1995-05-04,13.5,,
1995-05-05,13.28,,
1995-05-08,13.33,,
1995-05-09,13.39,,
1995-05-10,13.44,,
1995-05-11,13.5,,
1995-05-12,13.56,,
1995-05-15,13.61,,
1995-05-16,13.72,,
1995-05-17,13.5,,
1995-05-18,13.28,,
1995-05-19,13.28,,
1995-05-22,13.28,,
1995-05-23,13.17,,
1995-05-24,12.89,,
1995-05-25,12.94,,
1995-05-26,12.83,,
1995-05-30,12.83,,
1995-05-31,13.06,,
1995-06-01,12.78,,
1995-06-02,12.72,,
1995-06-05,12.72,,
1995-06-06,12.67,,
1995-06-07,12.67,,
1995-06-08,12.72,,
1995-06-09,12.72,,
1995-06-12,12.67,,
1995-06-13,13.0,,
1995-06-14,12.89,,
1995-06-15,12.89,,
1995-06-16,12.89,,
1995-06-19,12.67,,
1995-06-20,12.67,,
1995-06-21,12.39,,
1995-06-22,12.22,,
1995-06-23,12.78,,
1995-06-26,13.11,,
1995-06-27,13.0,,
1995-06-28,12.83,,
1995-06-29,12.83,,
1995-06-30,12.61,,
1995-07-03,12.72,,
1995-07-05,12.61,,
1995-07-06,12.44,,
1995-07-07,12.61,,
1995-07-10,12.33,,
1995-07-11,12.33,,
1995-07-12,12.33,,
1995-07-13,12.5,,
1995-07-14,12.44,,
1995-07-17,12.44,,
1995-07-18,12.28,,
1995-07-19,12.39,,
1995-07-20,12.5,,
1995-07-21,12.78,,
1995-07-24,12.56,,
1995-07-25,12.56,,
1995-07-26,12.78,,
1995-07-27,12.72,,
1995-07-28,12.72,,
1995-07-31,12.67,,
1995-08-01,12.39,,
1995-08-02,12.67,,
1995-08-03,12.28,,
1995-08-04,12.28,,
1995-08-07,12.17,,
1995-08-08,12.28,,
1995-08-09,12.33,,
1995-08-10,12.33,,
1995-08-11,12.17,,
1995-08-14,12.11,,
1995-08-15,12.39,,
1995-08-16,12.5,,
1995-08-17,12.44,,
1995-08-18,12.44,,
1995-08-21,12.61,,
1995-08-22,12.72,,
1995-08-23,12.56,,
1995-08-24,12.56,,
1995-08-25,12.78,,
1995-08-28,12.5,,
1995-08-29,12.44,,
1995-08-30,12.5,,
1995-08-31,12.39,,
1995-09-01,12.44,,
1995-09-05,12.56,,
1995-09-06,12.94,,
1995-09-07,13.17,,
1995-09-08,13.0,,
1995-09-11,12.89,,
1995-09-12,13.17,,
1995-09-13,13.17,,
1995-09-14,13.22,,
1995-09-15,13.44,,
1995-09-18,13.72,,
1995-09-19,14.22,,
1995-09-20,13.83,,
1995-09-21,13.39,,
1995-09-22,13.61,,
1995-09-25,13.61,,
1995-09-26,13.72,,
1995-09-27,13.33,,
1995-09-28,13.28,,
1995-09-29,13.5,,
1995-10-02,13.33,,
1995-10-03,13.39,,
1995-10-04,13.33,,
1995-10-05,13.44,,
1995-10-06,13.44,,
1995-10-09,13.5,,
1995-10-10,13.44,,
1995-10-11,13.22,,
1995-10-12,13.33,,
1995-10-13,13.22,,
1995-10-16,13.17,,
1995-10-17,13.0,,
1995-10-18,12.89,,
1995-10-19,12.67,,
1995-10-20,12.39,,
1995-10-23,12.33,,
1995-10-24,12.5,,
1995-10-25,12.39,,
1995-10-26,12.44,,
1995-10-27,12.72,,
1995-10-30,12.89,,
1995-10-31,12.89,,
1995-11-01,12.94,,
1995-11-02,13.22,,
1995-11-03,13.17,,
1995-11-06,13.22,,
1995-11-07,13.22,,
1995-11-08,13.22,,
1995-11-09,13.39,,
1995-11-10,13.44,,
1995-11-13,13.44,,
1995-11-14,13.5,,
1995-11-15,13.56,,
1995-11-16,13.44,,
1995-11-17,13.28,,
1995-11-20,13.5,,
1995-11-21,13.78,,
1995-11-22,14.06,,
1995-11-24,14.11,,
1995-11-27,14.06,,
1995-11-28,13.94,,
1995-11-29,13.94,,
1995-11-30,13.89,,
1995-12-01,13.83,,
1995-12-04,14.06,,
1995-12-05,14.11,,
1995-12-06,14.22,,
1995-12-07,14.22,,
1995-12-08,14.0,,
1995-12-11,13.72,,
1995-12-12,13.83,,
1995-12-13,13.83,,
1995-12-14,13.5,,
1995-12-15,13.44,,
1995-12-18,13.22,,
1995-12-19,13.67,,
1995-12-20,13.67,,
1995-12-21,13.56,,
1995-12-22,13.67,,
1995-12-26,13.67,,
1995-12-27,13.56,,
1995-12-28,13.67,,
1995-12-29,14.11,,
1996-01-02,14.44,,
1996-01-03,14.67,,
1996-01-04,14.72,,
1996-01-05,14.72,,
1996-01-08,14.67,,
1996-01-09,14.72,,
1996-01-10,14.5,,
1996-01-11,14.44,,
1996-01-12,14.44,,
1996-01-15,14.61,,
1996-01-16,14.5,,
1996-01-17,14.44,,
1996-01-18,14.61,,
1996-01-19,14.56,,
1996-01-22,14.61,,
1996-01-23,14.78,,
1996-01-24,15.0,,
1996-01-25,14.78,,
1996-01-26,14.72,,
1996-01-29,14.78,,
1996-01-30,14.89,,
1996-01-31,15.06,,
1996-02-01,15.0,,
1996-02-02,14.83,,
1996-02-05,15.39,,
1996-02-06,15.61,,
1996-02-07,15.67,,
1996-02-08,15.61,,
1996-02-09,15.61,,
1996-02-12,15.67,,
1996-02-13,15.5,,
1996-02-14,15.5,,
1996-02-15,15.39,,
1996-02-16,15.33,,
1996-02-20,15.33,,
1996-02-21,15.39,,
1996-02-22,15.39,,
1996-02-23,15.39,,
1996-02-26,15.39,,
1996-02-27,15.0,,
1996-02-28,15.17,,
1996-02-29,14.94,,
1996-03-01,15.0,,
1996-03-04,15.0,,
1996-03-05,15.06,,
1996-03-06,15.06,,
1996-03-07,15.0,,
1996-03-08,14.56,,
1996-03-11,14.61,,
1996-03-12,14.39,,
1996-03-13,14.39,,
1996-03-14,14.28,,
1996-03-15,14.5,,
1996-03-18,14.44,,
1996-03-19,14.06,,
1996-03-20,13.94,,
1996-03-21,14.22,,
1996-03-22,14.33,,
1996-03-25,14.56,,
1996-03-26,14.78,,
1996-03-27,14.5,,
1996-03-28,14.17,,
1996-03-29,14.11,,
1996-04-01,14.39,,
1996-04-02,14.72,,
1996-04-03,14.56,,
1996-04-04,14.78,,
1996-04-08,14.33,,
1996-04-09,14.39,,
1996-04-10,14.33,,
1996-04-11,14.11,,
1996-04-12,14.17,,
1996-04-15,13.89,,
1996-04-16,14.17,,
1996-04-17,14.28,,
1996-04-18,14.33,,
1996-04-19,14.28,,
1996-04-22,14.22,,
1996-04-23,14.39,,
1996-04-24,14.39,,
1996-04-25,14.56,,
1996-04-26,14.61,,
1996-04-29,14.56,,
1996-04-30,14.56,,
1996-05-01,14.33,,
1996-05-02,14.0,,
1996-05-03,14.11,,
1996-05-06,14.0,,
1996-05-07,13.72,,
1996-05-08,13.56,,
1996-05-09,13.56,,
1996-05-10,13.61,,
1996-05-13,14.0,,
1996-05-14,13.94,,
1996-05-15,13.61,,
1996-05-16,14.11,,
1996-05-17,14.06,,
1996-05-20,13.94,,
1996-05-21,14.17,,
1996-05-22,14.28,,
1996-05-23,14.28,,
1996-05-24,14.67,,
1996-05-28,14.44,,
1996-05-29,14.44,,
1996-05-30,14.56,,
1996-05-31,14.44,,
1996-06-03,14.22,,
1996-06-04,14.56,,
1996-06-05,14.83,,
1996-06-06,14.28,,
1996-06-07,14.11,,
1996-06-10,14.17,,
1996-06-11,14.61,,
1996-06-12,14.67,,
1996-06-13,14.83,,
1996-06-14,14.67,,
1996-06-17,14.56,,
1996-06-18,14.5,,
1996-06-19,14.5,,
1996-06-20,14.61,,
1996-06-21,14.67,,
1996-06-24,14.72,,
1996-06-25,14.72,,
1996-06-26,14.56,,
1996-06-27,14.61,,
1996-06-28,14.17,,
1996-07-01,14.89,,
1996-07-02,14.5,,
1996-07-03,14.61,,
1996-07-05,14.39,,
1996-07-08,14.39,,
1996-07-09,14.56,,
1996-07-10,14.33,,
1996-07-11,14.11,,
1996-07-12,14.39,,
1996-07-15,14.44,,
1996-07-16,13.94,,
1996-07-17,14.17,,
1996-07-18,14.61,,
1996-07-19,14.22,,
1996-07-22,14.06,,
1996-07-23,13.72,,
1996-07-24,13.61,,
1996-07-25,14.17,,
1996-07-26,14.22,,
1996-07-29,13.94,,
1996-07-30,14.17,,
1996-07-31,14.17,,
1996-08-01,14.44,,
1996-08-02,14.94,,
1996-08-05,14.78,,
1996-08-06,14.89,,
1996-08-07,14.72,,
1996-08-08,14.72,,
1996-08-09,14.72,,
1996-08-12,15.06,,
1996-08-13,14.89,,
1996-08-14,14.83,,
1996-08-15,15.17,,
1996-08-16,15.22,,
1996-08-19,15.11,,
1996-08-20,15.0,,
1996-08-21,15.0,,
1996-08-22,15.06,,
1996-08-23,15.06,,
1996-08-26,15.17,,
1996-08-27,15.22,,
1996-08-28,15.28,,
1996-08-29,14.94,,
1996-08-30,15.06,,
1996-09-03,14.94,,
1996-09-04,14.61,,
1996-09-05,14.61,,
1996-09-06,14.83,,
1996-09-09,14.89,,
1996-09-10,14.72,,
1996-09-11,15.06,,
1996-09-12,15.06,,
1996-09-13,14.94,,
1996-09-16,15.11,,
1996-09-17,15.06,,
1996-09-18,14.94,,
1996-09-19,15.0,,
1996-09-20,15.17,,
1996-09-23,15.17,,
1996-09-24,15.0,,
1996-09-25,14.78,,
1996-09-26,14.89,,
1996-09-27,14.89,,
1996-09-30,15.28,,
1996-10-01,15.28,,
1996-10-02,15.11,,
1996-10-03,14.89,,
1996-10-04,15.22,,
1996-10-07,15.11,,
1996-10-08,15.11,,
1996-10-09,14.94,,
1996-10-10,14.94,,
1996-10-11,15.11,,
1996-10-14,15.0,,
1996-10-15,14.44,,
1996-10-16,14.72,,
1996-10-17,14.83,,
1996-10-18,14.89,,
1996-10-21,14.83,,
1996-10-22,14.89,,
1996-10-23,14.78,,
1996-10-24,14.72,,
1996-10-25,14.61,,
1996-10-28,14.39,,
1996-10-29,14.44,,
1996-10-30,14.28,,
1996-10-31,14.28,,
1996-11-01,14.28,,
1996-11-04,14.22,,
1996-11-05,14.28,,
1996-11-06,14.22,,
1996-11-07,14.28,,
1996-11-08,14.33,,
1996-11-11,14.28,,
1996-11-12,14.33,,
1996-11-13,14.5,,
1996-11-14,14.44,,
1996-11-15,14.56,,
1996-11-18,14.44,,
1996-11-19,14.39,,
1996-11-20,14.11,,
1996-11-21,14.22,,
1996-11-22,14.28,,
1996-11-25,14.33,,
1996-11-26,14.22,,
1996-11-27,14.28,,
1996-11-29,14.17,,
1996-12-02,14.22,,
1996-12-03,14.22,,
1996-12-04,14.28,,
1996-12-05,14.28,,
1996-12-06,14.5,,
1996-12-09,14.11,,
1996-12-10,14.17,,
1996-12-11,14.17,,
1996-12-12,14.11,,
1996-12-13,13.83,,
1996-12-16,13.61,,
1996-12-17,13.33,,
1996-12-18,13.0,,
1996-12-19,12.83,,
1996-12-20,13.39,,
1996-12-23,13.44,,
1996-12-24,13.67,,
1996-12-26,13.78,,
1996-12-27,14.22,,
1996-12-30,13.83,,
1996-12-31,13.72,,
1997-01-02,13.33,,
1997-01-03,13.61,,
1997-01-06,13.39,,
1997-01-07,13.61,,
1997-01-08,13.61,,
1997-01-09,14.11,,
1997-01-10,14.06,,
1997-01-13,14.33,,
1997-01-14,14.39,,
1997-01-15,14.67,,
1997-01-16,14.56,,
1997-01-17,14.56,,
1997-01-20,14.61,,
1997-01-21,14.83,,
1997-01-22,14.67,,
1997-01-23,14.44,,
1997-01-24,14.39,,
1997-01-27,14.61,,
1997-01-28,14.72,,
1997-01-29,14.67,,
1997-01-30,14.28,,
1997-01-31,13.94,,
1997-02-03,13.39,,
1997-02-04,13.5,,
1997-02-05,13.33,,
1997-02-06,13.28,,
1997-02-07,13.11,,
1997-02-10,13.56,,
1997-02-11,13.56,,
1997-02-12,13.94,,
1997-02-13,14.11,,
1997-02-14,13.83,,
1997-02-18,13.89,,
1997-02-19,13.61,,
1997-02-20,13.44,,
1997-02-21,13.56,,
1997-02-24,13.5,,
1997-02-25,13.78,,
1997-02-26,13.72,,
1997-02-27,13.72,,
1997-02-28,13.61,,
1997-03-03,14.0,,
1997-03-04,14.22,,
1997-03-05,14.11,,
1997-03-06,14.17,,
1997-03-07,14.11,,
1997-03-10,14.44,,
1997-03-11,14.22,,
1997-03-12,14.28,,
1997-03-13,14.06,,
1997-03-14,14.0,,
1997-03-17,13.94,,
1997-03-18,14.06,,
1997-03-19,13.78,,
1997-03-20,13.56,,
1997-03-21,13.72,,
1997-03-24,13.5,,
1997-03-25,13.39,,
1997-03-26,13.72,,
1997-03-27,13.44,,
1997-03-31,13.11,,
1997-04-01,13.33,,
1997-04-02,13.17,,
1997-04-03,13.11,,
1997-04-04,13.06,,
1997-04-07,13.22,,
1997-04-08,13.33,,
1997-04-09,13.22,,
1997-04-10,13.17,,
1997-04-11,12.94,,
1997-04-14,12.83,,
1997-04-15,13.06,,
1997-04-16,13.33,,
1997-04-17,13.56,,
1997-04-18,13.72,,
1997-04-21,13.56,,
1997-04-22,13.56,,
1997-04-23,13.28,,
1997-04-24,13.11,,
1997-04-25,12.94,,
1997-04-28,13.17,,
1997-04-29,13.28,,
1997-04-30,13.28,,
1997-05-01,13.22,,
1997-05-02,13.5,,
1997-05-05,13.44,,
1997-05-06,13.33,,
1997-05-07,13.22,,
1997-05-08,13.11,,
1997-05-09,13.06,,
1997-05-12,13.11,,
1997-05-13,13.0,,
1997-05-14,12.89,,
1997-05-15,12.78,,
1997-05-16,12.83,,
1997-05-19,13.0,,
1997-05-20,12.94,,
1997-05-21,13.0,,
1997-05-22,12.89,,
1997-05-23,13.0,,
1997-05-27,13.44,,
1997-05-28,13.33,,
1997-05-29,13.56,,
1997-05-30,13.44,,
1997-06-02,13.44,,
1997-06-03,13.39,,
1997-06-04,13.33,,
1997-06-05,13.61,,
1997-06-06,13.72,,
1997-06-09,13.94,,
1997-06-10,14.06,,
1997-06-11,14.0,,
1997-06-12,14.11,,
1997-06-13,14.44,,
1997-06-16,14.06,,
1997-06-17,14.5,,
1997-06-18,14.56,,
1997-06-19,14.83,,
1997-06-20,15.0,,
1997-06-23,15.06,,
1997-06-24,14.44,,
1997-06-25,14.56,,
1997-06-26,14.47,,
1997-06-27,14.5,,
1997-06-30,14.97,,
1997-07-01,14.72,,
1997-07-02,15.03,,
1997-07-03,15.06,,
1997-07-07,15.19,,
1997-07-08,15.33,,
1997-07-09,15.5,,
1997-07-10,15.5,,
1997-07-11,15.53,,
1997-07-14,15.67,,
1997-07-15,15.81,,
1997-07-16,15.86,,
1997-07-17,15.83,,
1997-07-18,15.83,,
1997-07-21,15.83,,
1997-07-22,16.25,,
1997-07-23,16.08,,
1997-07-24,16.08,,
1997-07-25,16.03,,
1997-07-28,16.19,,
1997-07-29,16.22,,
1997-07-30,16.31,,
1997-07-31,16.33,,
1997-08-01,16.42,,
1997-08-04,16.61,,
1997-08-05,16.56,,
1997-08-06,16.58,,
1997-08-07,16.58,,
1997-08-08,16.28,,
1997-08-11,16.75,,
1997-08-12,16.47,,
1997-08-13,16.47,,
1997-08-14,16.44,,
1997-08-15,16.47,,
1997-08-18,16.33,,
1997-08-19,16.53,,
1997-08-20,16.64,,
1997-08-21,16.67,,
1997-08-22,16.61,,
1997-08-25,16.61,,
1997-08-26,16.44,,
1997-08-27,16.61,,
1997-08-28,16.33,,
1997-08-29,16.14,,
1997-09-02,16.89,,
1997-09-03,16.97,,
1997-09-04,16.47,,
1997-09-05,16.89,,
1997-09-08,17.0,,
1997-09-09,17.14,,
1997-09-10,17.08,,
1997-09-11,17.19,,
1997-09-12,17.64,,
1997-09-15,17.86,,
1997-09-16,17.94,,
1997-09-17,18.06,,
1997-09-18,17.97,,
1997-09-19,17.97,,
1997-09-22,18.28,,
1997-09-23,18.19,,
1997-09-24,18.44,,
1997-09-25,18.53,,
1997-09-26,18.47,,
1997-09-29,18.61,,
1997-09-30,19.56,,
1997-10-01,19.89,,
1997-10-02,20.03,,
1997-10-03,19.75,,
1997-10-06,19.56,,
1997-10-07,19.75,,
1997-10-08,19.53,,
1997-10-09,19.75,,
1997-10-10,19.92,,
1997-10-13,19.86,,
1997-10-14,19.89,,
1997-10-15,19.83,,
1997-10-16,19.83,,
1997-10-17,19.78,,
1997-10-20,19.69,,
1997-10-21,19.67,,
1997-10-22,19.42,,
1997-10-23,19.36,,
1997-10-24,19.56,,
1997-10-27,18.22,,
1997-10-28,18.72,,
1997-10-29,18.81,,
1997-10-30,18.69,,
1997-10-31,18.86,,
1997-11-03,19.17,,
1997-11-04,19.25,,
1997-11-05,18.97,,
1997-11-06,19.06,,
1997-11-07,18.69,,
1997-11-10,18.83,,
1997-11-11,18.72,,
1997-11-12,18.28,,
1997-11-13,18.28,,
1997-11-14,18.53,,
1997-11-17,19.03,,
1997-11-18,19.08,,
1997-11-19,19.22,,
1997-11-20,19.89,,
1997-11-21,20.11,,
1997-11-24,20.03,,
1997-11-25,20.28,,
1997-11-26,20.42,,
1997-11-28,20.47,,
1997-12-01,20.78,,
1997-12-02,20.56,,
1997-12-03,20.39,,
1997-12-04,20.89,,
1997-12-05,20.72,,
1997-12-08,20.56,,
1997-12-09,20.33,,
1997-12-10,20.97,,
1997-12-11,20.78,,
1997-12-12,20.94,,
1997-12-15,21.33,,
1997-12-16,21.78,,
1997-12-17,21.42,,
1997-12-18,21.31,,
1997-12-19,21.31,,
1997-12-22,21.36,,
1997-12-23,21.39,,
1997-12-24,21.61,,
1997-12-26,21.39,,
1997-12-29,21.39,,
1997-12-30,22.36,,
1997-12-31,22.14,,
1998-01-02,21.94,,
1998-01-05,22.36,,
1998-01-06,23.25,,
1998-01-07,22.78,,
1998-01-08,22.58,,
1998-01-09,22.11,,
1998-01-12,21.75,,
1998-01-13,22.19,,
1998-01-14,22.56,,
1998-01-15,22.56,,
1998-01-16,22.89,,
1998-01-20,22.94,,
1998-01-21,22.86,,
1998-01-22,22.89,,
1998-01-23,22.92,,
1998-01-26,23.11,,
1998-01-27,23.36,,
1998-01-28,23.11,,
1998-01-29,23.03,,
1998-01-30,23.44,,
1998-02-02,23.86,,
1998-02-03,24.36,,
1998-02-04,25.33,,
1998-02-05,25.0,,
1998-02-06,25.25,,
1998-02-09,24.94,,
1998-02-10,24.94,,
1998-02-11,24.81,,
1998-02-12,24.89,,
1998-02-13,25.28,,
1998-02-17,25.67,,
1998-02-18,26.44,,
1998-02-19,25.94,,
1998-02-20,25.86,,
1998-02-23,26.11,,
1998-02-24,26.06,,
1998-02-25,26.36,,
1998-02-26,27.06,,
1998-02-27,27.11,,
1998-03-02,26.86,,
1998-03-03,26.64,,
1998-03-04,26.0,,
1998-03-05,25.67,,
1998-03-06,26.11,,
1998-03-09,26.22,,
1998-03-10,26.19,,
1998-03-11,26.19,,
1998-03-12,26.83,,
1998-03-13,27.11,,
1998-03-16,26.97,,
1998-03-17,26.94,,
1998-03-18,27.0,,
