date,GWW,GWW_EPS,PE Ratio
1990-02-23,17.03,,
1990-02-26,17.28,,
1990-02-27,17.63,,
1990-02-28,17.75,,
1990-03-01,17.75,,
1990-03-02,17.78,,
1990-03-05,17.59,,
1990-03-06,17.81,,
1990-03-07,17.75,,
1990-03-08,17.97,,
1990-03-09,18.0,,
1990-03-12,18.19,,
1990-03-13,18.13,,
1990-03-14,17.94,,
1990-03-15,17.94,,
1990-03-16,18.41,,
1990-03-19,18.44,,
1990-03-20,18.5,,
1990-03-21,18.44,,
1990-03-22,18.41,,
1990-03-23,18.47,,
1990-03-26,18.28,,
1990-03-27,18.34,,
1990-03-28,18.34,,
1990-03-29,18.31,,
1990-03-30,18.44,,
1990-04-02,18.5,,
1990-04-03,18.63,,
1990-04-04,18.5,,
1990-04-05,18.63,,
1990-04-06,18.59,,
1990-04-09,18.63,,
1990-04-10,18.41,,
1990-04-11,18.25,,
1990-04-12,18.25,,
1990-04-16,18.28,,
1990-04-17,18.41,,
1990-04-18,18.25,,
1990-04-19,18.41,,
1990-04-20,18.34,,
1990-04-23,18.06,,
1990-04-24,17.91,,
1990-04-25,17.84,,
1990-04-26,17.63,,
1990-04-27,17.5,,
1990-04-30,17.59,,
1990-05-01,17.56,,
1990-05-02,17.5,,
1990-05-03,17.31,,
1990-05-04,17.41,,
1990-05-07,17.41,,
1990-05-08,17.63,,
1990-05-09,17.78,,
1990-05-10,17.78,,
1990-05-11,18.44,,
1990-05-14,18.41,,
1990-05-15,18.41,,
1990-05-16,18.19,,
1990-05-17,18.03,,
1990-05-18,18.09,,
1990-05-21,18.31,,
1990-05-22,18.66,,
1990-05-23,18.56,,
1990-05-24,18.53,,
1990-05-25,18.34,,
1990-05-29,18.34,,
1990-05-30,18.31,,
1990-05-31,18.47,,
1990-06-01,18.5,,
1990-06-04,18.44,,
1990-06-05,18.41,,
1990-06-06,18.28,,
1990-06-07,18.16,,
1990-06-08,18.0,,
1990-06-11,18.06,,
1990-06-12,18.28,,
1990-06-13,18.22,,
1990-06-14,18.22,,
1990-06-15,18.19,,
1990-06-18,18.06,,
1990-06-19,18.0,,
1990-06-20,18.03,,
1990-06-21,18.13,,
1990-06-22,18.13,,
1990-06-25,18.13,,
1990-06-26,18.25,,
1990-06-27,18.28,,
1990-06-28,18.28,,
1990-06-29,18.5,,
1990-07-02,18.63,,
1990-07-03,18.81,,
1990-07-05,18.66,,
1990-07-06,18.72,,
1990-07-09,18.75,,
1990-07-10,18.88,,
1990-07-11,19.22,,
1990-07-12,19.41,,
1990-07-13,19.47,,
1990-07-16,19.53,,
1990-07-17,18.41,,
1990-07-18,17.72,,
1990-07-19,17.63,,
1990-07-20,17.75,,
1990-07-23,17.63,,
1990-07-24,17.19,,
1990-07-25,17.09,,
1990-07-26,17.0,,
1990-07-27,16.88,,
1990-07-30,16.97,,
1990-07-31,17.0,,
1990-08-01,16.75,,
1990-08-02,16.56,,
1990-08-03,16.25,,
1990-08-06,15.94,,
1990-08-07,15.53,,
1990-08-08,15.63,,
1990-08-09,15.75,,
1990-08-10,15.41,,
1990-08-13,15.09,,
1990-08-14,14.97,,
1990-08-15,15.03,,
1990-08-16,15.25,,
1990-08-17,15.19,,
1990-08-20,15.5,,
1990-08-21,15.34,,
1990-08-22,15.19,,
1990-08-23,14.91,,
1990-08-24,15.13,,
1990-08-27,15.34,,
1990-08-28,15.34,,
1990-08-29,15.78,,
1990-08-30,15.75,,
1990-08-31,15.78,,
1990-09-04,15.69,,
1990-09-05,15.78,,
1990-09-06,15.34,,
1990-09-07,15.25,,
1990-09-10,15.19,,
1990-09-11,15.19,,
1990-09-12,15.25,,
1990-09-13,15.19,,
1990-09-14,14.75,,
1990-09-17,14.78,,
1990-09-18,14.72,,
1990-09-19,14.63,,
1990-09-20,14.41,,
1990-09-21,14.34,,
1990-09-24,14.16,,
1990-09-25,14.25,,
1990-09-26,14.19,,
1990-09-27,14.13,,
1990-09-28,14.19,,
1990-10-01,14.66,,
1990-10-02,14.81,,
1990-10-03,14.94,,
1990-10-04,15.13,,
1990-10-05,15.06,,
1990-10-08,15.06,,
1990-10-09,14.94,,
1990-10-10,14.5,,
1990-10-11,14.16,,
1990-10-12,14.16,,
1990-10-15,14.31,,
1990-10-16,14.22,,
1990-10-17,14.09,,
1990-10-18,14.19,,
1990-10-19,14.22,,
1990-10-22,14.5,,
1990-10-23,14.56,,
1990-10-24,14.34,,
1990-10-25,14.25,,
1990-10-26,14.03,,
1990-10-29,13.78,,
1990-10-30,13.69,,
1990-10-31,13.78,,
1990-11-01,13.78,,
1990-11-02,13.94,,
1990-11-05,14.19,,
1990-11-06,14.38,,
1990-11-07,14.47,,
1990-11-08,14.25,,
1990-11-09,14.63,,
1990-11-12,15.09,,
1990-11-13,14.97,,
1990-11-14,15.06,,
1990-11-15,14.97,,
1990-11-16,15.03,,
1990-11-19,15.41,,
1990-11-20,15.41,,
1990-11-21,15.44,,
1990-11-23,15.44,,
1990-11-26,15.47,,
1990-11-27,15.63,,
1990-11-28,15.59,,
1990-11-29,15.47,,
1990-11-30,15.59,,
1990-12-03,15.69,,
1990-12-04,15.66,,
1990-12-05,15.72,,
1990-12-06,15.91,,
1990-12-07,16.13,,
1990-12-10,16.0,,
1990-12-11,16.06,,
1990-12-12,16.22,,
1990-12-13,16.28,,
1990-12-14,16.25,,
1990-12-17,16.25,,
1990-12-18,16.13,,
1990-12-19,16.13,,
1990-12-20,16.13,,
1990-12-21,16.19,,
1990-12-24,16.25,,
1990-12-26,16.44,,
1990-12-27,16.5,,
1990-12-28,16.53,,
1990-12-31,16.59,,
1991-01-02,16.56,,
1991-01-03,16.19,,
1991-01-04,15.81,,
1991-01-07,15.69,,
1991-01-08,15.75,,
1991-01-09,15.69,,
1991-01-10,15.56,,
1991-01-11,15.56,,
1991-01-14,15.44,,
1991-01-15,15.56,,
1991-01-16,15.34,,
1991-01-17,15.53,,
1991-01-18,15.47,,
1991-01-21,15.44,,
1991-01-22,15.59,,
1991-01-23,15.78,,
1991-01-24,16.28,,
1991-01-25,16.25,,
1991-01-28,16.25,,
1991-01-29,16.25,,
1991-01-30,16.31,,
1991-01-31,16.25,,
1991-02-01,16.5,,
1991-02-04,16.66,,
1991-02-05,17.22,,
1991-02-06,17.41,,
1991-02-07,17.47,,
1991-02-08,17.5,,
1991-02-11,17.75,,
1991-02-12,17.91,,
1991-02-13,17.97,,
1991-02-14,18.22,,
1991-02-15,17.81,,
1991-02-19,18.56,,
1991-02-20,18.53,,
1991-02-21,18.53,,
1991-02-22,18.78,,
1991-02-25,18.72,,
1991-02-26,18.44,,
1991-02-27,18.59,,
1991-02-28,18.28,,
1991-03-01,18.44,,
1991-03-04,18.56,,
1991-03-05,19.03,,
1991-03-06,19.31,,
1991-03-07,19.5,,
1991-03-08,19.63,,
1991-03-11,20.0,,
1991-03-12,20.0,,
1991-03-13,20.09,,
1991-03-14,20.03,,
1991-03-15,19.63,,
1991-03-18,19.34,,
1991-03-19,18.94,,
1991-03-20,19.03,,
1991-03-21,19.13,,
1991-03-22,19.09,,
1991-03-25,19.22,,
1991-03-26,19.78,,
1991-03-27,19.97,,
1991-03-28,19.94,,
1991-04-01,19.91,,
1991-04-02,20.25,,
1991-04-03,20.69,,
1991-04-04,20.91,,
1991-04-05,20.69,,
1991-04-08,20.75,,
1991-04-09,20.53,,
1991-04-10,20.56,,
1991-04-11,20.56,,
1991-04-12,20.63,,
1991-04-15,20.5,,
1991-04-16,20.97,,
1991-04-17,20.88,,
1991-04-18,20.78,,
1991-04-19,20.69,,
1991-04-22,20.56,,
1991-04-23,20.53,,
1991-04-24,20.75,,
1991-04-25,20.56,,
1991-04-26,20.53,,
1991-04-29,20.25,,
1991-04-30,20.03,,
1991-05-01,20.28,,
1991-05-02,20.22,,
1991-05-03,20.09,,
1991-05-06,20.16,,
1991-05-07,20.34,,
1991-05-08,20.44,,
1991-05-09,20.56,,
1991-05-10,20.13,,
1991-05-13,20.31,,
1991-05-14,20.25,,
1991-05-15,20.09,,
1991-05-16,20.38,,
1991-05-17,20.31,,
1991-05-20,20.25,,
1991-05-21,20.56,,
1991-05-22,20.41,,
1991-05-23,20.47,,
1991-05-24,20.69,,
1991-05-28,20.88,,
1991-05-29,21.16,,
1991-05-30,21.5,,
1991-05-31,22.28,,
1991-06-03,22.88,,
1991-06-04,22.53,,
1991-06-05,22.16,,
1991-06-06,21.88,,
1991-06-07,21.81,,
1991-06-10,21.75,,
1991-06-11,22.25,,
1991-06-12,22.63,,
1991-06-13,22.69,,
1991-06-14,22.5,,
1991-06-17,22.44,,
1991-06-18,22.63,,
1991-06-19,22.44,,
1991-06-20,22.44,,
1991-06-21,22.63,,
1991-06-24,22.44,,
1991-06-25,22.56,,
1991-06-26,23.13,,
1991-06-27,23.5,,
1991-06-28,23.44,,
1991-07-01,23.5,,
1991-07-02,23.5,,
1991-07-03,23.13,,
1991-07-05,23.25,,
1991-07-08,23.19,,
1991-07-09,23.75,,
1991-07-10,23.5,,
1991-07-11,24.75,,
1991-07-12,24.94,,
1991-07-15,24.81,,
1991-07-16,24.88,,
1991-07-17,24.38,,
1991-07-18,24.63,,
1991-07-19,24.5,,
1991-07-22,24.56,,
1991-07-23,24.44,,
1991-07-24,24.38,,
1991-07-25,24.19,,
1991-07-26,23.81,,
1991-07-29,24.31,,
1991-07-30,24.31,,
1991-07-31,24.25,,
1991-08-01,24.0,,
1991-08-02,24.0,,
1991-08-05,23.94,,
1991-08-06,23.75,,
1991-08-07,23.88,,
1991-08-08,23.69,,
1991-08-09,23.44,,
1991-08-12,23.5,,
1991-08-13,23.69,,
1991-08-14,23.25,,
1991-08-15,22.88,,
1991-08-16,22.63,,
1991-08-19,21.88,,
1991-08-20,22.63,,
1991-08-21,23.31,,
1991-08-22,23.25,,
1991-08-23,24.19,,
1991-08-26,24.19,,
1991-08-27,24.13,,
1991-08-28,23.94,,
1991-08-29,23.81,,
1991-08-30,23.69,,
1991-09-03,23.56,,
1991-09-04,23.31,,
1991-09-05,23.44,,
1991-09-06,23.19,,
1991-09-09,23.25,,
1991-09-10,23.06,,
1991-09-11,23.19,,
1991-09-12,23.63,,
1991-09-13,23.44,,
1991-09-16,23.63,,
1991-09-17,23.5,,
1991-09-18,23.44,,
1991-09-19,23.19,,
1991-09-20,23.0,,
1991-09-23,22.75,,
1991-09-24,22.81,,
1991-09-25,22.75,,
1991-09-26,22.69,,
1991-09-27,22.81,,
1991-09-30,23.13,,
1991-10-01,23.5,,
1991-10-02,23.38,,
1991-10-03,22.75,,
1991-10-04,22.25,,
1991-10-07,22.31,,
1991-10-08,22.19,,
1991-10-09,22.0,,
1991-10-10,22.0,,
1991-10-11,21.88,,
1991-10-14,22.44,,
1991-10-15,22.69,,
1991-10-16,23.19,,
1991-10-17,23.5,,
1991-10-18,23.88,,
1991-10-21,23.88,,
1991-10-22,23.5,,
1991-10-23,23.38,,
1991-10-24,23.25,,
1991-10-25,23.44,,
1991-10-28,23.69,,
1991-10-29,23.5,,
1991-10-30,23.25,,
1991-10-31,22.88,,
1991-11-01,22.5,,
1991-11-04,22.38,,
1991-11-05,22.0,,
1991-11-06,22.19,,
1991-11-07,22.25,,
1991-11-08,22.5,,
1991-11-11,22.38,,
1991-11-12,22.44,,
1991-11-13,22.56,,
1991-11-14,22.63,,
1991-11-15,22.63,,
1991-11-18,22.56,,
1991-11-19,21.69,,
1991-11-20,21.75,,
1991-11-21,21.75,,
1991-11-22,21.5,,
1991-11-25,20.94,,
1991-11-26,21.25,,
1991-11-27,21.5,,
1991-11-29,21.56,,
1991-12-02,21.19,,
1991-12-03,21.38,,
1991-12-04,21.88,,
1991-12-05,21.69,,
1991-12-06,21.69,,
1991-12-09,21.88,,
1991-12-10,21.81,,
1991-12-11,21.88,,
1991-12-12,22.13,,
1991-12-13,22.25,,
1991-12-16,22.75,,
1991-12-17,23.44,,
1991-12-18,23.81,,
1991-12-19,23.5,,
1991-12-20,23.5,,
1991-12-23,24.44,,
1991-12-24,25.56,,
1991-12-26,25.75,,
1991-12-27,26.25,,
1991-12-30,27.19,,
1991-12-31,27.13,,
1992-01-02,27.13,,
1992-01-03,27.38,,
1992-01-06,27.5,,
1992-01-07,27.25,,
1992-01-08,27.31,,
1992-01-09,28.13,,
1992-01-10,27.13,,
1992-01-13,27.19,,
1992-01-14,27.5,,
1992-01-15,27.13,,
1992-01-16,27.63,,
1992-01-17,27.75,,
1992-01-20,27.69,,
1992-01-21,27.75,,
1992-01-22,28.5,,
1992-01-23,28.0,,
1992-01-24,27.38,,
1992-01-27,27.5,,
1992-01-28,27.81,,
1992-01-29,27.25,,
1992-01-30,27.25,,
1992-01-31,26.31,,
1992-02-03,26.56,,
1992-02-04,27.5,,
1992-02-05,27.56,,
1992-02-06,27.38,,
1992-02-07,27.06,,
1992-02-10,26.31,,
1992-02-11,26.31,,
1992-02-12,26.63,,
1992-02-13,26.25,,
1992-02-14,26.31,,
1992-02-18,26.5,,
1992-02-19,26.25,,
1992-02-20,26.19,,
1992-02-21,25.56,,
1992-02-24,26.31,,
1992-02-25,25.75,,
1992-02-26,25.88,,
1992-02-27,25.88,,
1992-02-28,25.44,,
1992-03-02,25.88,,
1992-03-03,25.88,,
1992-03-04,26.0,,
1992-03-05,26.38,,
1992-03-06,26.5,,
1992-03-09,26.19,,
1992-03-10,26.06,,
1992-03-11,26.06,,
1992-03-12,26.13,,
1992-03-13,26.44,,
1992-03-16,26.69,,
1992-03-17,27.5,,
1992-03-18,28.0,,
1992-03-19,27.75,,
1992-03-20,28.38,,
1992-03-23,28.38,,
1992-03-24,28.56,,
1992-03-25,28.13,,
1992-03-26,28.56,,
1992-03-27,28.88,,
1992-03-30,28.88,,
1992-03-31,29.13,,
1992-04-01,29.5,,
1992-04-02,29.13,,
1992-04-03,28.5,,
1992-04-06,28.94,,
1992-04-07,28.0,,
1992-04-08,27.75,,
1992-04-09,28.13,,
1992-04-10,29.19,,
1992-04-13,29.31,,
1992-04-14,29.94,,
1992-04-15,27.63,,
1992-04-16,27.5,,
1992-04-20,26.81,,
1992-04-21,26.75,,
1992-04-22,26.56,,
1992-04-23,26.5,,
1992-04-24,25.75,,
1992-04-27,25.25,,
1992-04-28,25.75,,
1992-04-29,25.69,,
1992-04-30,25.13,,
1992-05-01,25.38,,
1992-05-04,25.25,,
1992-05-05,25.25,,
1992-05-06,25.81,,
1992-05-07,26.0,,
1992-05-08,26.38,,
1992-05-11,26.69,,
1992-05-12,26.94,,
1992-05-13,26.81,,
1992-05-14,26.38,,
1992-05-15,26.13,,
1992-05-18,25.75,,
1992-05-19,26.19,,
1992-05-20,26.13,,
1992-05-21,25.81,,
1992-05-22,26.06,,
1992-05-26,25.69,,
1992-05-27,25.38,,
1992-05-28,25.5,,
1992-05-29,25.69,,
1992-06-01,25.75,,
1992-06-02,25.0,,
1992-06-03,24.19,,
1992-06-04,23.75,,
1992-06-05,23.63,,
1992-06-08,23.69,,
1992-06-09,23.81,,
1992-06-10,23.75,,
1992-06-11,23.75,,
1992-06-12,23.94,,
1992-06-15,23.94,,
1992-06-16,23.88,,
1992-06-17,23.25,,
1992-06-18,23.19,,
1992-06-19,23.5,,
1992-06-22,23.5,,
1992-06-23,23.19,,
1992-06-24,22.81,,
1992-06-25,22.69,,
1992-06-26,23.19,,
1992-06-29,23.25,,
1992-06-30,23.06,,
1992-07-01,23.25,,
1992-07-02,22.13,,
1992-07-06,22.19,,
1992-07-07,21.44,,
1992-07-08,20.81,,
1992-07-09,21.0,,
1992-07-10,20.88,,
1992-07-13,20.56,,
1992-07-14,20.25,,
1992-07-15,20.25,,
1992-07-16,22.25,,
1992-07-17,22.63,,
1992-07-20,22.44,,
1992-07-21,23.31,,
1992-07-22,22.88,,
1992-07-23,23.06,,
1992-07-24,23.31,,
1992-07-27,23.13,,
1992-07-28,23.25,,
1992-07-29,23.19,,
1992-07-30,23.44,,
1992-07-31,23.44,,
1992-08-03,23.56,,
1992-08-04,23.5,,
1992-08-05,22.69,,
1992-08-06,22.69,,
1992-08-07,22.44,,
1992-08-10,23.0,,
1992-08-11,22.94,,
1992-08-12,23.13,,
1992-08-13,23.06,,
1992-08-14,23.44,,
1992-08-17,23.88,,
1992-08-18,23.94,,
1992-08-19,23.56,,
1992-08-20,23.63,,
1992-08-21,23.38,,
1992-08-24,23.13,,
1992-08-25,23.19,,
1992-08-26,23.19,,
1992-08-27,22.88,,
1992-08-28,23.38,,
1992-08-31,23.94,,
1992-09-01,24.06,,
1992-09-02,24.06,,
1992-09-03,24.0,,
1992-09-04,23.94,,
1992-09-08,23.75,,
1992-09-09,23.81,,
1992-09-10,24.06,,
1992-09-11,24.13,,
1992-09-14,25.5,,
1992-09-15,24.75,,
1992-09-16,24.88,,
1992-09-17,25.19,,
1992-09-18,25.19,,
1992-09-21,25.19,,
1992-09-22,25.13,,
1992-09-23,24.81,,
1992-09-24,24.94,,
1992-09-25,24.81,,
1992-09-28,25.44,,
1992-09-29,25.5,,
1992-09-30,25.5,,
1992-10-01,25.0,,
1992-10-02,24.81,,
1992-10-05,24.63,,
1992-10-06,24.56,,
1992-10-07,24.94,,
1992-10-08,25.0,,
1992-10-09,24.5,,
1992-10-12,24.81,,
1992-10-13,25.19,,
1992-10-14,24.81,,
1992-10-15,25.81,,
1992-10-16,26.5,,
1992-10-19,26.69,,
1992-10-20,26.13,,
1992-10-21,26.5,,
1992-10-22,26.81,,
1992-10-23,27.75,,
1992-10-26,28.5,,
1992-10-27,28.25,,
1992-10-28,28.56,,
1992-10-29,27.69,,
1992-10-30,27.88,,
1992-11-02,28.5,,
1992-11-03,28.31,,
1992-11-04,28.31,,
1992-11-05,28.56,,
1992-11-06,28.56,,
1992-11-09,28.75,,
1992-11-10,28.69,,
1992-11-11,28.56,,
1992-11-12,28.69,,
1992-11-13,28.81,,
1992-11-16,28.75,,
1992-11-17,28.5,,
1992-11-18,28.69,,
1992-11-19,28.75,,
1992-11-20,29.25,,
1992-11-23,29.06,,
1992-11-24,28.88,,
1992-11-25,28.94,,
1992-11-27,29.19,,
1992-11-30,28.94,,
1992-12-01,28.56,,
1992-12-02,28.44,,
1992-12-03,28.88,,
1992-12-04,29.0,,
1992-12-07,29.31,,
1992-12-08,28.75,,
1992-12-09,28.63,,
1992-12-10,28.5,,
1992-12-11,28.63,,
1992-12-14,28.63,,
1992-12-15,29.25,,
1992-12-16,29.5,,
1992-12-17,30.0,,
1992-12-18,30.13,,
1992-12-21,29.88,,
1992-12-22,29.94,,
1992-12-23,29.63,,
1992-12-24,29.63,,
1992-12-28,29.56,,
1992-12-29,29.69,,
1992-12-30,30.13,,
1992-12-31,30.0,,
1993-01-04,30.0,,
1993-01-05,29.75,,
1993-01-06,29.63,,
1993-01-07,30.0,,
1993-01-08,30.13,,
1993-01-11,30.06,,
1993-01-12,29.69,,
1993-01-13,29.19,,
1993-01-14,29.19,,
1993-01-15,29.13,,
1993-01-18,29.38,,
1993-01-19,29.19,,
1993-01-20,29.75,,
1993-01-21,29.19,,
1993-01-22,28.19,,
1993-01-25,28.69,,
1993-01-26,29.06,,
1993-01-27,29.38,,
1993-01-28,28.88,,
1993-01-29,28.94,,
1993-02-01,29.06,,
1993-02-02,29.0,,
1993-02-03,29.56,,
1993-02-04,30.5,,
1993-02-05,30.0,,
1993-02-08,29.94,,
1993-02-09,29.5,,
1993-02-10,28.25,,
1993-02-11,28.75,,
1993-02-12,28.5,,
1993-02-16,28.0,,
1993-02-17,27.56,,
1993-02-18,27.19,,
1993-02-19,27.38,,
1993-02-22,27.56,,
1993-02-23,27.75,,
1993-02-24,27.63,,
1993-02-25,27.44,,
1993-02-26,27.56,,
1993-03-01,27.63,,
1993-03-02,27.94,,
1993-03-03,27.88,,
1993-03-04,28.13,,
1993-03-05,27.88,,
1993-03-08,28.44,,
1993-03-09,28.31,,
1993-03-10,28.13,,
1993-03-11,28.06,,
1993-03-12,27.88,,
1993-03-15,27.81,,
1993-03-16,28.0,,
1993-03-17,28.06,,
1993-03-18,28.63,,
1993-03-19,28.94,,
1993-03-22,29.38,,
1993-03-23,29.69,,
1993-03-24,30.13,,
1993-03-25,29.81,,
1993-03-26,29.75,,
1993-03-29,30.0,,
1993-03-30,30.06,,
1993-03-31,29.81,,
1993-04-01,29.94,,
1993-04-02,30.31,,
1993-04-05,30.75,,
1993-04-06,29.81,,
1993-04-07,29.88,,
1993-04-08,29.88,,
1993-04-12,30.0,,
1993-04-13,30.0,,
1993-04-14,29.94,,
1993-04-15,30.88,,
1993-04-16,30.69,,
1993-04-19,30.75,,
1993-04-20,30.69,,
1993-04-21,30.88,,
1993-04-22,31.0,,
1993-04-23,30.25,,
1993-04-26,29.75,,
1993-04-27,29.38,,
1993-04-28,29.56,,
1993-04-29,30.19,,
1993-04-30,30.81,,
1993-05-03,30.94,,
1993-05-04,30.63,,
1993-05-05,30.88,,
1993-05-06,31.25,,
1993-05-07,31.38,,
1993-05-10,31.56,,
1993-05-11,31.88,,
1993-05-12,31.81,,
1993-05-13,30.88,,
1993-05-14,31.13,,
1993-05-17,31.31,,
1993-05-18,31.0,,
1993-05-19,31.5,,
1993-05-20,31.5,,
1993-05-21,31.38,,
1993-05-24,31.81,,
1993-05-25,31.56,,
1993-05-26,31.81,,
1993-05-27,31.81,,
1993-05-28,32.0,,
1993-06-01,33.13,,
1993-06-02,32.81,,
1993-06-03,32.25,,
1993-06-04,31.75,,
1993-06-07,31.56,,
1993-06-08,31.88,,
1993-06-09,31.94,,
1993-06-10,31.63,,
1993-06-11,31.88,,
1993-06-14,31.31,,
1993-06-15,30.38,,
1993-06-16,30.75,,
1993-06-17,30.69,,
1993-06-18,30.5,,
1993-06-21,30.31,,
1993-06-22,30.5,,
1993-06-23,30.75,,
1993-06-24,31.0,,
1993-06-25,31.0,,
1993-06-28,31.19,,
1993-06-29,31.0,,
1993-06-30,31.0,,
1993-07-01,31.13,,
1993-07-02,31.13,,
1993-07-06,30.69,,
1993-07-07,30.5,,
1993-07-08,30.31,,
1993-07-09,30.25,,
1993-07-12,30.0,,
1993-07-13,29.75,,
1993-07-14,29.63,,
1993-07-15,27.06,,
1993-07-16,26.69,,
1993-07-19,26.75,,
1993-07-20,26.81,,
1993-07-21,26.75,,
1993-07-22,26.75,,
1993-07-23,27.0,,
1993-07-26,27.31,,
1993-07-27,27.75,,
1993-07-28,27.69,,
1993-07-29,28.0,,
1993-07-30,28.06,,
1993-08-02,28.31,,
1993-08-03,28.63,,
1993-08-04,28.38,,
1993-08-05,27.88,,
1993-08-06,27.75,,
1993-08-09,28.31,,
1993-08-10,27.94,,
1993-08-11,27.88,,
1993-08-12,27.69,,
1993-08-13,28.0,,
1993-08-16,27.81,,
1993-08-17,27.81,,
1993-08-18,28.31,,
1993-08-19,28.38,,
1993-08-20,28.69,,
1993-08-23,28.75,,
1993-08-24,29.06,,
1993-08-25,29.25,,
1993-08-26,29.19,,
1993-08-27,28.88,,
1993-08-30,28.25,,
1993-08-31,28.31,,
1993-09-01,28.31,,
1993-09-02,28.06,,
1993-09-03,27.63,,
1993-09-07,26.69,,
1993-09-08,26.25,,
1993-09-09,26.94,,
1993-09-10,26.81,,
1993-09-13,26.69,,
1993-09-14,26.63,,
1993-09-15,26.63,,
1993-09-16,27.06,,
1993-09-17,27.19,,
1993-09-20,26.81,,
1993-09-21,26.44,,
1993-09-22,26.81,,
1993-09-23,26.94,,
1993-09-24,26.63,,
1993-09-27,26.69,,
1993-09-28,27.13,,
1993-09-29,27.0,,
1993-09-30,26.81,,
1993-10-01,27.0,,
1993-10-04,26.88,,
1993-10-05,26.94,,
1993-10-06,26.94,,
1993-10-07,27.0,,
1993-10-08,27.0,,
1993-10-11,27.0,,
1993-10-12,27.19,,
1993-10-13,27.25,,
1993-10-14,27.13,,
1993-10-15,26.5,,
1993-10-18,25.88,,
1993-10-19,26.63,,
1993-10-20,26.75,,
1993-10-21,26.0,,
1993-10-22,26.0,,
1993-10-25,26.63,,
1993-10-26,26.75,,
1993-10-27,27.06,,
1993-10-28,27.06,,
1993-10-29,27.31,,
1993-11-01,27.5,,
1993-11-02,27.88,,
1993-11-03,27.56,,
1993-11-04,27.25,,
1993-11-05,27.19,,
1993-11-08,27.63,,
1993-11-09,27.38,,
1993-11-10,27.31,,
1993-11-11,27.25,,
1993-11-12,27.25,,
1993-11-15,27.25,,
1993-11-16,27.69,,
1993-11-17,28.31,,
1993-11-18,27.75,,
1993-11-19,27.31,,
1993-11-22,27.19,,
1993-11-23,27.38,,
1993-11-24,27.69,,
1993-11-26,28.19,,
1993-11-29,29.0,,
1993-11-30,29.25,,
1993-12-01,28.38,,
1993-12-02,29.0,,
1993-12-03,29.06,,
1993-12-06,29.19,,
1993-12-07,28.94,,
1993-12-08,28.88,,
1993-12-09,28.69,,
1993-12-10,28.63,,
1993-12-13,29.19,,
1993-12-14,29.06,,
1993-12-15,28.63,,
1993-12-16,28.88,,
1993-12-17,29.13,,
1993-12-20,28.81,,
1993-12-21,29.0,,
1993-12-22,28.69,,
1993-12-23,28.88,,
1993-12-27,28.5,,
1993-12-28,28.81,,
1993-12-29,29.0,,
1993-12-30,28.69,,
1993-12-31,28.75,,
1994-01-03,28.44,,
1994-01-04,28.5,,
1994-01-05,28.75,,
1994-01-06,28.63,,
1994-01-07,28.5,,
1994-01-10,28.63,,
1994-01-11,28.44,,
1994-01-12,29.25,,
1994-01-13,29.0,,
1994-01-14,29.38,,
1994-01-17,29.38,,
1994-01-18,30.94,,
1994-01-19,30.81,,
1994-01-20,31.88,,
1994-01-21,31.38,,
1994-01-24,31.06,,
1994-01-25,31.06,,
1994-01-26,30.88,,
1994-01-27,30.31,,
1994-01-28,30.5,,
1994-01-31,31.31,,
1994-02-01,30.69,,
1994-02-02,31.31,,
1994-02-03,31.5,,
1994-02-04,30.88,,
1994-02-07,30.63,,
1994-02-08,30.69,,
1994-02-09,30.94,,
1994-02-10,31.31,,
1994-02-11,31.63,,
1994-02-14,31.0,,
1994-02-15,31.13,,
1994-02-16,31.13,,
1994-02-17,31.31,,
1994-02-18,30.81,,
1994-02-22,31.31,,
1994-02-23,31.69,,
1994-02-24,30.88,,
1994-02-25,30.44,,
1994-02-28,30.94,,
1994-03-01,31.13,,
1994-03-02,30.38,,
1994-03-03,31.38,,
1994-03-04,32.13,,
1994-03-07,32.81,,
1994-03-08,32.38,,
1994-03-09,32.5,,
1994-03-10,32.44,,
1994-03-11,32.63,,
1994-03-14,32.69,,
1994-03-15,32.44,,
1994-03-16,32.69,,
1994-03-17,33.25,,
1994-03-18,33.38,,
1994-03-21,33.75,,
1994-03-22,33.5,,
1994-03-23,33.75,,
1994-03-24,33.75,,
1994-03-25,33.63,,
1994-03-28,33.19,,
1994-03-29,32.0,,
1994-03-30,31.25,,
1994-03-31,31.75,,
1994-04-04,31.81,,
1994-04-05,31.94,,
1994-04-06,31.63,,
1994-04-07,31.0,,
1994-04-08,30.69,,
1994-04-11,30.94,,
1994-04-12,30.63,,
1994-04-13,30.5,,
1994-04-14,31.06,,
1994-04-15,31.5,,
1994-04-18,31.19,,
1994-04-19,30.56,,
1994-04-20,29.94,,
1994-04-21,30.06,,
1994-04-22,30.69,,
1994-04-25,30.5,,
1994-04-26,30.75,,
1994-04-28,31.19,,
1994-04-29,31.25,,
1994-05-02,32.0,,
1994-05-03,32.19,,
1994-05-04,31.88,,
1994-05-05,31.75,,
1994-05-06,31.19,,
1994-05-09,30.75,,
1994-05-10,31.13,,
1994-05-11,31.31,,
1994-05-12,31.38,,
1994-05-13,31.56,,
1994-05-16,31.88,,
1994-05-17,32.0,,
1994-05-18,32.13,,
1994-05-19,32.13,,
1994-05-20,32.06,,
1994-05-23,32.19,,
1994-05-24,32.13,,
