date,BAC,BAC_EPS,PE Ratio
1993-05-17,11.44,,
1993-05-18,11.59,,
1993-05-19,11.78,,
1993-05-20,11.72,,
1993-05-21,11.59,,
1993-05-24,11.69,,
1993-05-25,11.88,,
1993-05-26,12.16,,
1993-05-27,12.06,,
1993-05-28,11.78,,
1993-06-01,12.0,,
1993-06-02,12.03,,
1993-06-03,12.09,,
1993-06-04,11.69,,
1993-06-07,11.34,,
1993-06-08,11.41,,
1993-06-09,11.53,,
1993-06-10,11.56,,
1993-06-11,11.75,,
1993-06-14,11.75,,
1993-06-15,11.66,,
1993-06-16,11.56,,
1993-06-17,11.75,,
1993-06-18,12.06,,
1993-06-21,12.25,,
1993-06-22,12.31,,
1993-06-23,11.97,,
1993-06-24,12.22,,
1993-06-25,12.16,,
1993-06-28,12.5,,
1993-06-29,12.28,,
1993-06-30,12.41,,
1993-07-01,12.5,,
1993-07-02,12.44,,
1993-07-06,12.38,,
1993-07-07,12.53,,
1993-07-08,12.97,,
1993-07-09,12.88,,
1993-07-12,12.69,,
1993-07-13,12.59,,
1993-07-14,12.41,,
1993-07-15,12.56,,
1993-07-16,12.56,,
1993-07-19,12.47,,
1993-07-20,12.25,,
1993-07-21,12.44,,
1993-07-22,12.28,,
1993-07-23,12.25,,
1993-07-26,12.44,,
1993-07-27,12.41,,
1993-07-28,12.31,,
1993-07-29,12.66,,
1993-07-30,12.59,,
1993-08-02,12.63,,
1993-08-03,12.66,,
1993-08-04,12.75,,
1993-08-05,12.91,,
1993-08-06,13.0,,
1993-08-09,13.09,,
1993-08-10,13.09,,
1993-08-11,13.19,,
1993-08-12,13.31,,
1993-08-13,13.22,,
1993-08-16,12.97,,
1993-08-17,12.88,,
1993-08-18,12.75,,
1993-08-19,12.84,,
1993-08-20,12.78,,
1993-08-23,12.81,,
1993-08-24,12.94,,
1993-08-25,12.91,,
1993-08-26,13.0,,
1993-08-27,12.81,,
1993-08-30,12.66,,
1993-08-31,12.88,,
1993-09-01,12.78,,
1993-09-02,12.56,,
1993-09-03,12.59,,
1993-09-07,12.75,,
1993-09-08,12.91,,
1993-09-09,13.16,,
1993-09-10,13.25,,
1993-09-13,13.09,,
1993-09-14,12.78,,
1993-09-15,12.63,,
1993-09-16,12.59,,
1993-09-17,12.53,,
1993-09-20,12.44,,
1993-09-21,12.22,,
1993-09-22,12.28,,
1993-09-23,12.34,,
1993-09-24,12.31,,
1993-09-27,12.5,,
1993-09-28,12.84,,
1993-09-29,12.66,,
1993-09-30,12.88,,
1993-10-01,13.09,,
1993-10-04,13.16,,
1993-10-05,13.22,,
1993-10-06,13.25,,
1993-10-07,13.06,,
1993-10-08,13.0,,
1993-10-11,12.94,,
1993-10-12,12.91,,
1993-10-13,13.06,,
1993-10-14,12.94,,
1993-10-15,12.69,,
1993-10-18,12.22,,
1993-10-19,12.13,,
1993-10-20,12.03,,
1993-10-21,12.13,,
1993-10-22,12.22,,
1993-10-25,12.19,,
1993-10-26,11.91,,
1993-10-27,11.75,,
1993-10-28,11.59,,
1993-10-29,11.66,,
1993-11-01,11.81,,
1993-11-02,11.69,,
1993-11-03,11.41,,
1993-11-04,11.31,,
1993-11-05,11.5,,
1993-11-08,11.63,,
1993-11-09,11.56,,
1993-11-10,11.63,,
1993-11-11,11.53,,
1993-11-12,11.66,,
1993-11-15,11.59,,
1993-11-16,11.81,,
1993-11-17,11.78,,
1993-11-18,11.75,,
1993-11-19,11.78,,
1993-11-22,11.59,,
1993-11-23,11.72,,
1993-11-24,11.75,,
1993-11-26,11.81,,
1993-11-29,11.91,,
1993-11-30,11.78,,
1993-12-01,11.78,,
1993-12-02,11.81,,
1993-12-03,12.0,,
1993-12-06,12.25,,
1993-12-07,12.19,,
1993-12-08,12.25,,
1993-12-09,12.13,,
1993-12-10,11.94,,
1993-12-13,12.09,,
1993-12-14,12.13,,
1993-12-15,12.06,,
1993-12-16,12.25,,
1993-12-17,12.38,,
1993-12-20,12.34,,
1993-12-21,12.28,,
1993-12-22,12.16,,
1993-12-23,12.28,,
1993-12-27,12.5,,
1993-12-28,12.41,,
1993-12-29,12.25,,
1993-12-30,12.25,,
1993-12-31,12.25,,
1994-01-03,12.09,,
1994-01-04,11.94,,
1994-01-05,12.13,,
1994-01-06,12.0,,
1994-01-07,12.25,,
1994-01-10,12.41,,
1994-01-11,12.38,,
1994-01-12,12.38,,
1994-01-13,12.34,,
1994-01-14,12.47,,
1994-01-17,12.44,,
1994-01-18,12.31,,
1994-01-19,12.22,,
1994-01-20,12.25,,
1994-01-21,12.34,,
1994-01-24,12.28,,
1994-01-25,12.25,,
1994-01-26,12.25,,
1994-01-27,12.47,,
1994-01-28,12.5,,
1994-01-31,12.69,,
1994-02-01,12.66,,
1994-02-02,12.63,,
1994-02-03,12.47,,
1994-02-04,12.28,,
1994-02-07,12.34,,
1994-02-08,12.13,,
1994-02-09,12.34,,
1994-02-10,12.03,,
1994-02-11,12.09,,
1994-02-14,12.16,,
1994-02-15,12.19,,
1994-02-16,12.19,,
1994-02-17,12.13,,
1994-02-18,12.06,,
1994-02-22,12.25,,
1994-02-23,12.25,,
1994-02-24,12.06,,
1994-02-25,12.19,,
1994-02-28,12.22,,
1994-03-01,12.19,,
1994-03-02,11.97,,
1994-03-03,11.78,,
1994-03-04,11.94,,
1994-03-07,11.66,,
1994-03-08,11.75,,
1994-03-09,11.72,,
1994-03-10,11.66,,
1994-03-11,11.72,,
1994-03-14,11.75,,
1994-03-15,11.75,,
1994-03-16,12.09,,
1994-03-17,12.0,,
1994-03-18,12.0,,
1994-03-21,11.88,,
1994-03-22,11.84,,
1994-03-23,11.91,,
1994-03-24,11.81,,
1994-03-25,11.38,,
1994-03-28,11.63,,
1994-03-29,11.53,,
1994-03-30,11.44,,
1994-03-31,11.44,,
1994-04-04,11.19,,
1994-04-05,11.56,,
1994-04-06,11.56,,
1994-04-07,11.94,,
1994-04-08,12.34,,
1994-04-11,12.88,,
1994-04-12,12.84,,
1994-04-13,12.72,,
1994-04-14,13.0,,
1994-04-15,13.03,,
1994-04-18,13.06,,
1994-04-19,13.34,,
1994-04-20,12.97,,
1994-04-21,12.97,,
1994-04-22,13.03,,
1994-04-25,13.09,,
1994-04-26,13.03,,
1994-04-28,12.81,,
1994-04-29,13.06,,
1994-05-02,13.13,,
1994-05-03,13.25,,
1994-05-04,13.16,,
1994-05-05,13.25,,
1994-05-06,13.03,,
1994-05-09,12.94,,
1994-05-10,13.22,,
1994-05-11,13.09,,
1994-05-12,13.19,,
1994-05-13,13.31,,
1994-05-16,13.34,,
1994-05-17,13.63,,
1994-05-18,13.88,,
1994-05-19,13.94,,
1994-05-20,13.88,,
1994-05-23,13.84,,
1994-05-24,13.91,,
1994-05-25,13.91,,
1994-05-26,13.94,,
1994-05-27,13.91,,
1994-05-31,13.84,,
1994-06-01,13.91,,
1994-06-02,13.97,,
1994-06-03,14.25,,
1994-06-06,14.13,,
1994-06-07,14.0,,
1994-06-08,13.97,,
1994-06-09,13.91,,
1994-06-10,14.06,,
1994-06-13,14.19,,
1994-06-14,13.94,,
1994-06-15,13.84,,
1994-06-16,13.56,,
1994-06-17,13.38,,
1994-06-20,13.16,,
1994-06-21,13.16,,
1994-06-22,13.41,,
1994-06-23,13.25,,
1994-06-24,12.81,,
1994-06-27,13.13,,
1994-06-28,12.84,,
1994-06-29,13.13,,
1994-06-30,12.84,,
1994-07-01,12.94,,
1994-07-05,12.81,,
1994-07-06,13.09,,
1994-07-07,13.13,,
1994-07-08,13.22,,
1994-07-11,13.22,,
1994-07-12,13.19,,
1994-07-13,13.25,,
1994-07-14,13.63,,
1994-07-15,13.63,,
1994-07-18,13.78,,
1994-07-19,13.75,,
1994-07-20,13.41,,
1994-07-21,13.47,,
1994-07-22,13.44,,
1994-07-25,13.56,,
1994-07-26,13.69,,
1994-07-27,13.5,,
1994-07-28,13.75,,
1994-07-29,13.94,,
1994-08-01,13.97,,
1994-08-02,13.78,,
1994-08-03,13.72,,
1994-08-04,13.72,,
1994-08-05,13.78,,
1994-08-08,13.75,,
1994-08-09,13.75,,
1994-08-10,13.84,,
1994-08-11,13.81,,
1994-08-12,13.97,,
1994-08-15,13.91,,
1994-08-16,13.94,,
1994-08-17,13.84,,
1994-08-18,13.81,,
1994-08-19,13.88,,
1994-08-22,13.84,,
1994-08-23,13.75,,
1994-08-24,13.72,,
1994-08-25,13.66,,
1994-08-26,13.78,,
1994-08-29,13.75,,
1994-08-30,13.78,,
1994-08-31,13.94,,
1994-09-01,13.84,,
1994-09-02,13.78,,
1994-09-06,13.75,,
1994-09-07,13.56,,
1994-09-08,13.53,,
1994-09-09,13.44,,
1994-09-12,13.31,,
1994-09-13,13.22,,
1994-09-14,13.28,,
1994-09-15,13.31,,
1994-09-16,13.16,,
1994-09-19,12.72,,
1994-09-20,12.38,,
1994-09-21,12.31,,
1994-09-22,12.09,,
1994-09-23,11.88,,
1994-09-26,12.0,,
1994-09-27,11.88,,
1994-09-28,12.0,,
1994-09-29,12.31,,
1994-09-30,12.25,,
1994-10-03,12.16,,
1994-10-04,11.84,,
1994-10-05,11.81,,
1994-10-06,11.75,,
1994-10-07,11.81,,
1994-10-10,11.84,,
1994-10-11,11.97,,
1994-10-12,12.16,,
1994-10-13,12.22,,
1994-10-14,12.66,,
1994-10-17,12.5,,
1994-10-18,12.47,,
1994-10-19,12.59,,
1994-10-20,12.56,,
1994-10-21,12.28,,
1994-10-24,11.97,,
1994-10-25,12.03,,
1994-10-26,12.19,,
1994-10-27,12.28,,
1994-10-28,12.44,,
1994-10-31,12.38,,
1994-11-01,12.28,,
1994-11-02,12.22,,
1994-11-03,12.38,,
1994-11-04,12.31,,
1994-11-07,12.25,,
1994-11-08,12.28,,
1994-11-09,12.28,,
1994-11-10,12.28,,
1994-11-11,12.09,,
1994-11-14,12.0,,
1994-11-15,11.94,,
1994-11-16,11.88,,
1994-11-17,11.63,,
1994-11-18,11.31,,
1994-11-21,11.19,,
1994-11-22,10.94,,
1994-11-23,11.44,,
1994-11-25,11.44,,
1994-11-28,11.28,,
1994-11-29,11.25,,
1994-11-30,11.22,,
1994-12-01,11.19,,
1994-12-02,11.41,,
1994-12-05,11.38,,
1994-12-06,11.5,,
1994-12-07,11.44,,
1994-12-08,10.94,,
1994-12-09,11.25,,
1994-12-12,11.25,,
1994-12-13,11.53,,
1994-12-14,11.63,,
1994-12-15,11.53,,
1994-12-16,11.53,,
1994-12-19,11.66,,
1994-12-20,11.61,,
1994-12-21,11.41,,
1994-12-22,11.13,,
1994-12-23,11.38,,
1994-12-27,11.34,,
1994-12-28,11.31,,
1994-12-29,11.19,,
1994-12-30,11.28,,
1995-01-03,11.44,,
1995-01-04,11.53,,
1995-01-05,11.63,,
1995-01-06,11.59,,
1995-01-09,11.59,,
1995-01-10,11.78,,
1995-01-11,11.63,,
1995-01-12,11.59,,
1995-01-13,11.97,,
1995-01-16,12.13,,
1995-01-17,11.66,,
1995-01-18,11.66,,
1995-01-19,11.5,,
1995-01-20,11.47,,
1995-01-23,11.38,,
1995-01-24,11.44,,
1995-01-25,11.66,,
1995-01-26,11.78,,
1995-01-27,11.84,,
1995-01-30,11.75,,
1995-01-31,11.66,,
1995-02-01,11.53,,
1995-02-02,11.63,,
1995-02-03,12.25,,
1995-02-06,12.53,,
1995-02-07,12.38,,
1995-02-08,12.44,,
1995-02-09,12.25,,
1995-02-10,12.22,,
1995-02-13,12.28,,
1995-02-14,12.41,,
1995-02-15,12.56,,
1995-02-16,12.56,,
1995-02-17,12.5,,
1995-02-21,12.41,,
1995-02-22,12.66,,
1995-02-23,12.84,,
1995-02-24,12.72,,
1995-02-27,12.5,,
1995-02-28,12.47,,
1995-03-01,12.34,,
1995-03-02,12.5,,
1995-03-03,12.53,,
1995-03-06,12.44,,
1995-03-07,12.22,,
1995-03-08,12.25,,
1995-03-09,12.22,,
1995-03-10,12.38,,
1995-03-13,12.38,,
1995-03-14,12.53,,
1995-03-15,12.5,,
1995-03-16,12.59,,
1995-03-17,12.47,,
1995-03-20,12.31,,
1995-03-21,12.09,,
1995-03-22,12.22,,
1995-03-23,12.28,,
1995-03-24,12.22,,
1995-03-27,12.44,,
1995-03-28,12.56,,
1995-03-29,12.72,,
1995-03-30,12.75,,
1995-03-31,12.69,,
1995-04-03,12.66,,
1995-04-04,12.66,,
1995-04-05,12.84,,
1995-04-06,13.09,,
1995-04-07,13.19,,
1995-04-10,13.22,,
1995-04-11,13.19,,
1995-04-12,13.0,,
1995-04-13,12.94,,
1995-04-17,12.75,,
1995-04-18,12.59,,
1995-04-19,12.63,,
1995-04-20,12.44,,
1995-04-21,12.5,,
1995-04-24,12.53,,
1995-04-25,12.69,,
1995-04-26,12.72,,
1995-04-27,12.72,,
1995-04-28,12.5,,
1995-05-01,12.44,,
1995-05-02,12.5,,
1995-05-03,12.63,,
1995-05-04,12.88,,
1995-05-05,13.19,,
1995-05-08,13.41,,
1995-05-09,13.59,,
1995-05-10,13.59,,
1995-05-11,13.44,,
1995-05-12,13.5,,
1995-05-15,13.72,,
1995-05-16,13.84,,
1995-05-17,13.72,,
1995-05-18,13.66,,
1995-05-19,13.44,,
1995-05-22,13.63,,
1995-05-23,13.84,,
1995-05-24,14.06,,
1995-05-25,14.06,,
1995-05-26,13.81,,
1995-05-30,13.84,,
1995-05-31,14.16,,
1995-06-01,14.19,,
1995-06-02,14.25,,
1995-06-05,14.28,,
1995-06-06,14.16,,
1995-06-07,13.97,,
1995-06-08,13.69,,
1995-06-09,13.44,,
1995-06-12,13.53,,
1995-06-13,13.88,,
1995-06-14,13.78,,
1995-06-15,13.66,,
1995-06-16,13.75,,
1995-06-19,13.97,,
1995-06-20,14.0,,
1995-06-21,14.13,,
1995-06-22,14.34,,
1995-06-23,14.06,,
1995-06-26,13.97,,
1995-06-27,13.69,,
1995-06-28,13.72,,
1995-06-29,13.5,,
1995-06-30,13.41,,
1995-07-03,13.5,,
1995-07-05,13.63,,
1995-07-06,13.84,,
1995-07-07,13.94,,
1995-07-10,13.75,,
1995-07-11,13.88,,
1995-07-12,14.0,,
1995-07-13,14.09,,
1995-07-14,13.94,,
1995-07-17,13.88,,
1995-07-18,14.13,,
1995-07-19,13.97,,
1995-07-20,14.13,,
1995-07-21,13.88,,
1995-07-24,13.78,,
1995-07-25,14.03,,
1995-07-26,14.22,,
1995-07-27,14.13,,
1995-07-28,14.03,,
1995-07-31,14.03,,
1995-08-01,14.03,,
1995-08-02,14.22,,
1995-08-03,14.22,,
1995-08-04,14.34,,
1995-08-07,14.63,,
1995-08-08,14.88,,
1995-08-09,14.91,,
1995-08-10,14.91,,
1995-08-11,14.53,,
1995-08-14,14.5,,
1995-08-15,14.66,,
1995-08-16,14.88,,
1995-08-17,14.84,,
1995-08-18,14.97,,
1995-08-21,14.94,,
1995-08-22,14.97,,
1995-08-23,14.91,,
1995-08-24,15.09,,
1995-08-25,15.38,,
1995-08-28,15.53,,
1995-08-29,15.41,,
1995-08-30,15.34,,
1995-08-31,15.34,,
1995-09-01,15.38,,
1995-09-05,15.22,,
1995-09-06,15.38,,
1995-09-07,15.59,,
1995-09-08,15.88,,
1995-09-11,16.06,,
1995-09-12,16.09,,
1995-09-13,16.19,,
1995-09-14,16.44,,
1995-09-15,16.72,,
1995-09-18,16.63,,
1995-09-19,17.06,,
1995-09-20,17.13,,
1995-09-21,17.03,,
1995-09-22,17.0,,
1995-09-25,16.88,,
1995-09-26,16.78,,
1995-09-27,17.0,,
1995-09-28,17.03,,
1995-09-29,16.81,,
1995-10-02,17.03,,
1995-10-03,17.31,,
1995-10-04,17.5,,
1995-10-05,17.41,,
1995-10-06,17.44,,
1995-10-09,17.5,,
1995-10-10,17.28,,
1995-10-11,17.44,,
1995-10-12,18.03,,
1995-10-13,17.91,,
1995-10-16,17.81,,
1995-10-17,17.97,,
1995-10-18,18.16,,
1995-10-19,17.94,,
1995-10-20,17.5,,
1995-10-23,17.69,,
1995-10-24,17.34,,
1995-10-25,16.47,,
1995-10-26,16.25,,
1995-10-27,16.88,,
1995-10-30,16.5,,
1995-10-31,16.44,,
1995-11-01,16.72,,
1995-11-02,17.13,,
1995-11-03,16.88,,
1995-11-06,16.88,,
1995-11-07,16.72,,
1995-11-08,16.97,,
1995-11-09,17.34,,
1995-11-10,17.34,,
1995-11-13,17.25,,
1995-11-14,17.09,,
1995-11-15,16.94,,
1995-11-16,17.28,,
1995-11-17,17.69,,
1995-11-20,17.56,,
1995-11-21,17.72,,
1995-11-22,17.81,,
1995-11-24,17.81,,
1995-11-27,18.13,,
1995-11-28,17.97,,
1995-11-29,17.91,,
1995-11-30,17.88,,
1995-12-01,17.94,,
1995-12-04,18.34,,
1995-12-05,18.19,,
1995-12-06,18.63,,
1995-12-07,18.41,,
1995-12-08,18.41,,
1995-12-11,18.25,,
1995-12-12,18.25,,
1995-12-13,18.06,,
1995-12-14,17.53,,
1995-12-15,17.5,,
1995-12-18,17.19,,
1995-12-19,17.34,,
1995-12-20,17.5,,
1995-12-21,17.22,,
1995-12-22,17.13,,
1995-12-26,17.09,,
1995-12-27,17.16,,
1995-12-28,17.41,,
1995-12-29,17.41,,
1996-01-02,17.34,,
1996-01-03,17.19,,
1996-01-04,16.78,,
1996-01-05,16.44,,
1996-01-08,16.66,,
1996-01-09,16.55,,
1996-01-10,16.31,,
1996-01-11,16.41,,
1996-01-12,16.53,,
1996-01-15,16.41,,
1996-01-16,16.5,,
1996-01-17,16.59,,
1996-01-18,16.47,,
1996-01-19,16.69,,
1996-01-22,16.75,,
1996-01-23,16.78,,
1996-01-24,16.75,,
1996-01-25,16.75,,
1996-01-26,16.75,,
1996-01-29,17.13,,
1996-01-30,17.25,,
1996-01-31,17.47,,
1996-02-01,17.19,,
1996-02-02,17.19,,
1996-02-05,17.28,,
1996-02-06,17.38,,
1996-02-07,17.63,,
1996-02-08,18.38,,
1996-02-09,18.38,,
1996-02-12,18.41,,
1996-02-13,18.47,,
1996-02-14,18.28,,
1996-02-15,18.5,,
1996-02-16,18.31,,
1996-02-20,18.0,,
1996-02-21,18.41,,
1996-02-22,18.59,,
1996-02-23,18.66,,
1996-02-26,18.91,,
1996-02-27,18.75,,
1996-02-28,18.69,,
1996-02-29,18.44,,
1996-03-01,18.81,,
1996-03-04,19.16,,
1996-03-05,19.63,,
1996-03-06,19.47,,
1996-03-07,19.34,,
1996-03-08,18.59,,
1996-03-11,18.56,,
1996-03-12,18.41,,
1996-03-13,18.34,,
1996-03-14,18.41,,
1996-03-15,18.5,,
1996-03-18,18.97,,
1996-03-19,18.78,,
1996-03-20,18.78,,
1996-03-21,18.5,,
1996-03-22,18.81,,
1996-03-25,18.97,,
1996-03-26,19.25,,
1996-03-27,19.63,,
1996-03-28,19.72,,
1996-03-29,20.03,,
1996-04-01,20.69,,
1996-04-02,20.56,,
1996-04-03,20.5,,
1996-04-04,20.56,,
1996-04-08,20.16,,
1996-04-09,19.84,,
1996-04-10,19.06,,
1996-04-11,18.88,,
1996-04-12,19.25,,
1996-04-15,19.75,,
1996-04-16,19.28,,
1996-04-17,19.31,,
1996-04-18,19.31,,
1996-04-19,19.25,,
1996-04-22,19.5,,
1996-04-23,19.53,,
1996-04-24,19.5,,
1996-04-25,19.75,,
1996-04-26,19.94,,
1996-04-29,19.75,,
1996-04-30,19.97,,
1996-05-01,20.0,,
1996-05-02,19.38,,
1996-05-03,19.47,,
1996-05-06,19.19,,
1996-05-07,19.31,,
1996-05-08,19.78,,
1996-05-09,19.75,,
1996-05-10,20.09,,
1996-05-13,20.13,,
1996-05-14,20.31,,
1996-05-15,20.13,,
1996-05-16,20.16,,
1996-05-17,20.31,,
1996-05-20,20.44,,
1996-05-21,20.47,,
1996-05-22,20.66,,
1996-05-23,20.38,,
1996-05-24,20.38,,
1996-05-28,20.19,,
1996-05-29,20.09,,
1996-05-30,20.28,,
1996-05-31,20.28,,
1996-06-03,20.41,,
1996-06-04,21.0,,
1996-06-05,21.09,,
1996-06-06,20.97,,
1996-06-07,20.59,,
1996-06-10,20.53,,
1996-06-11,20.66,,
1996-06-12,20.81,,
1996-06-13,20.97,,
1996-06-14,20.81,,
1996-06-17,20.75,,
1996-06-18,20.53,,
1996-06-19,20.22,,
1996-06-20,19.97,,
1996-06-21,19.72,,
1996-06-24,20.03,,
1996-06-25,20.25,,
1996-06-26,20.06,,
1996-06-27,20.38,,
1996-06-28,20.66,,
1996-07-01,21.06,,
1996-07-02,21.0,,
1996-07-03,21.16,,
1996-07-05,20.5,,
1996-07-08,20.09,,
1996-07-09,20.0,,
1996-07-10,20.34,,
1996-07-11,20.09,,
1996-07-12,20.08,,
1996-07-15,19.81,,
1996-07-16,19.78,,
1996-07-17,20.16,,
1996-07-18,20.47,,
1996-07-19,20.44,,
1996-07-22,20.44,,
1996-07-23,20.59,,
1996-07-24,20.78,,
1996-07-25,20.91,,
1996-07-26,20.88,,
1996-07-29,20.84,,
1996-07-30,21.22,,
1996-07-31,21.5,,
1996-08-01,21.5,,
1996-08-02,22.13,,
1996-08-05,22.03,,
1996-08-06,22.13,,
1996-08-07,22.22,,
1996-08-08,22.44,,
1996-08-09,22.75,,
1996-08-12,22.81,,
1996-08-13,22.69,,
1996-08-14,22.66,,
1996-08-15,22.72,,
1996-08-16,22.91,,
1996-08-19,23.13,,
1996-08-20,23.09,,
1996-08-21,23.09,,
1996-08-22,23.47,,
1996-08-23,23.34,,
1996-08-26,23.44,,
1996-08-27,23.41,,
1996-08-28,23.31,,
1996-08-29,23.09,,
1996-08-30,21.28,,
1996-09-03,21.0,,
1996-09-04,20.94,,
1996-09-05,20.5,,
1996-09-06,20.91,,
1996-09-09,21.22,,
1996-09-10,21.06,,
1996-09-11,21.03,,
1996-09-12,21.22,,
1996-09-13,21.41,,
1996-09-16,21.53,,
1996-09-17,21.47,,
1996-09-18,21.41,,
1996-09-19,21.16,,
1996-09-20,20.88,,
1996-09-23,21.03,,
1996-09-24,21.0,,
1996-09-25,21.34,,
1996-09-26,21.53,,
1996-09-27,21.66,,
1996-09-30,21.72,,
1996-10-01,21.59,,
1996-10-02,21.84,,
1996-10-03,21.91,,
1996-10-04,22.16,,
1996-10-07,22.22,,
1996-10-08,22.22,,
1996-10-09,22.09,,
1996-10-10,21.88,,
1996-10-11,22.06,,
1996-10-14,22.31,,
1996-10-15,22.22,,
1996-10-16,22.06,,
1996-10-17,22.16,,
1996-10-18,22.47,,
1996-10-21,22.84,,
1996-10-22,22.72,,
1996-10-23,22.63,,
1996-10-24,22.66,,
1996-10-25,22.63,,
1996-10-28,22.66,,
1996-10-29,23.13,,
1996-10-30,23.53,,
1996-10-31,23.56,,
1996-11-01,23.22,,
1996-11-04,23.38,,
1996-11-05,23.78,,
1996-11-06,23.78,,
1996-11-07,23.66,,
1996-11-08,23.53,,
1996-11-11,23.41,,
1996-11-12,23.25,,
1996-11-13,23.47,,
1996-11-14,23.78,,
1996-11-15,24.03,,
1996-11-18,24.28,,
1996-11-19,24.75,,
1996-11-20,25.06,,
1996-11-21,24.88,,
1996-11-22,25.53,,
1996-11-25,26.06,,
1996-11-26,25.78,,
1996-11-27,25.88,,
1996-11-29,25.91,,
1996-12-02,25.69,,
1996-12-03,25.0,,
1996-12-04,24.47,,
1996-12-05,23.97,,
1996-12-06,24.41,,
1996-12-09,24.59,,
1996-12-10,24.38,,
1996-12-11,24.03,,
1996-12-12,23.22,,
1996-12-13,23.34,,
1996-12-16,23.06,,
1996-12-17,23.81,,
1996-12-18,23.53,,
1996-12-19,24.63,,
1996-12-20,24.72,,
1996-12-23,24.63,,
1996-12-24,24.53,,
1996-12-26,24.72,,
1996-12-27,24.84,,
1996-12-30,25.28,,
1996-12-31,24.44,,
1997-01-02,24.34,,
1997-01-03,24.66,,
1997-01-06,24.69,,
1997-01-07,24.72,,
1997-01-08,25.31,,
1997-01-09,25.47,,
1997-01-10,25.81,,
1997-01-13,25.72,,
1997-01-14,26.66,,
1997-01-15,26.28,,
1997-01-16,26.41,,
1997-01-17,26.56,,
1997-01-20,26.69,,
1997-01-21,26.69,,
1997-01-22,27.41,,
1997-01-23,26.75,,
1997-01-24,26.5,,
1997-01-27,26.5,,
1997-01-28,26.22,,
1997-01-29,26.88,,
1997-01-30,27.0,,
1997-01-31,27.03,,
1997-02-03,27.5,,
1997-02-04,27.84,,
1997-02-05,27.59,,
1997-02-06,27.81,,
1997-02-07,28.41,,
1997-02-10,28.06,,
1997-02-11,28.34,,
1997-02-12,28.81,,
1997-02-13,29.44,,
1997-02-14,29.94,,
1997-02-18,30.59,,
1997-02-19,30.63,,
1997-02-20,30.44,,
1997-02-21,30.06,,
1997-02-24,30.53,,
1997-02-25,31.0,,
1997-02-26,30.97,,
1997-02-27,30.63,,
1997-02-28,30.0,,
1997-03-03,30.81,,
1997-03-04,31.13,,
1997-03-05,30.94,,
1997-03-06,31.0,,
1997-03-07,31.69,,
1997-03-10,32.5,,
1997-03-11,31.88,,
1997-03-12,31.38,,
1997-03-13,29.88,,
1997-03-14,29.44,,
1997-03-17,29.5,,
1997-03-18,28.88,,
1997-03-19,29.44,,
1997-03-20,29.0,,
1997-03-21,29.31,,
1997-03-24,30.81,,
1997-03-25,30.5,,
1997-03-26,29.88,,
1997-03-27,28.94,,
1997-03-31,27.75,,
1997-04-01,28.06,,
1997-04-02,27.94,,
1997-04-03,27.75,,
1997-04-04,27.94,,
1997-04-07,28.13,,
1997-04-08,29.31,,
1997-04-09,28.63,,
1997-04-10,28.88,,
1997-04-11,27.75,,
1997-04-14,27.81,,
1997-04-15,28.0,,
1997-04-16,27.75,,
1997-04-17,27.88,,
1997-04-18,27.88,,
1997-04-21,27.69,,
1997-04-22,28.44,,
1997-04-23,28.38,,
1997-04-24,28.44,,
1997-04-25,28.63,,
1997-04-28,28.88,,
1997-04-29,29.94,,
1997-04-30,30.19,,
1997-05-01,30.19,,
1997-05-02,31.38,,
1997-05-05,31.31,,
1997-05-06,31.44,,
1997-05-07,29.81,,
1997-05-08,29.63,,
1997-05-09,30.13,,
1997-05-12,30.5,,
1997-05-13,30.25,,
1997-05-14,30.63,,
1997-05-15,30.75,,
1997-05-16,30.19,,
1997-05-19,29.69,,
1997-05-20,30.06,,
1997-05-21,29.25,,
1997-05-22,29.25,,
1997-05-23,29.5,,
1997-05-27,28.94,,
1997-05-28,28.88,,
1997-05-29,29.0,,
1997-05-30,29.44,,
1997-06-02,29.31,,
1997-06-03,29.94,,
1997-06-04,29.81,,
1997-06-05,30.88,,
1997-06-06,31.63,,
1997-06-09,31.94,,
1997-06-10,32.44,,
1997-06-11,32.88,,
1997-06-12,33.25,,
1997-06-13,33.69,,
1997-06-16,34.25,,
1997-06-17,34.31,,
1997-06-18,33.88,,
1997-06-19,34.63,,
1997-06-20,34.5,,
1997-06-23,33.38,,
1997-06-24,34.16,,
1997-06-25,33.81,,
1997-06-26,33.31,,
1997-06-27,32.63,,
1997-06-30,32.28,,
1997-07-01,32.69,,
1997-07-02,33.06,,
1997-07-03,34.0,,
1997-07-07,33.66,,
1997-07-08,33.53,,
1997-07-09,33.28,,
1997-07-10,33.22,,
1997-07-11,33.31,,
1997-07-14,33.66,,
1997-07-15,33.41,,
1997-07-16,34.19,,
1997-07-17,33.81,,
1997-07-18,32.78,,
1997-07-21,33.5,,
1997-07-22,34.16,,
1997-07-23,33.75,,
1997-07-24,34.28,,
1997-07-25,33.88,,
1997-07-28,33.94,,
1997-07-29,34.81,,
1997-07-30,35.09,,
1997-07-31,35.59,,
1997-08-01,35.19,,
1997-08-04,35.31,,
1997-08-05,34.59,,
1997-08-06,35.0,,
1997-08-07,34.31,,
1997-08-08,33.0,,
1997-08-11,33.56,,
1997-08-12,33.06,,
1997-08-13,33.06,,
1997-08-14,33.34,,
